Time (s),Main Avg Power (mW)
0.0000,968.888
0.0002,976.137
0.0004,969.019
0.0006,967.173
0.0008,984.051
0.0010,992.879
0.0012,967.042
0.0014,963.221
0.0016,970.602
0.0018,1104.057
0.0020,974.292
0.0022,968.756
0.0024,964.935
0.0026,1020.700
0.0028,889.651
0.0030,932.356
0.0032,967.042
0.0034,987.744
0.0036,981.806
0.0038,961.505
0.0040,965.066
0.0042,961.245
0.0044,968.888
0.0046,987.476
0.0048,996.705
0.0050,1000.396
0.0052,950.304
0.0054,952.278
0.0056,965.066
0.0058,955.839
0.0060,963.221
0.0062,946.357
0.0064,944.768
0.0066,972.447
0.0068,970.602
0.0070,989.590
0.0072,959.660
0.0074,987.342
0.0076,977.982
0.0078,972.578
0.0080,965.196
0.0082,959.400
0.0084,968.756
0.0086,963.090
0.0088,961.505
0.0090,967.042
0.0092,959.790
0.0094,1017.559
0.0096,976.137
0.0098,957.944
0.0100,955.969
0.0102,998.280
0.0104,989.054
0.0106,968.625
0.0108,966.911
0.0110,989.188
0.0112,987.476
0.0114,969.019
0.0116,970.733
0.0118,968.888
0.0120,978.115
0.0122,974.292
0.0124,977.982
0.0126,964.935
0.0128,970.733
0.0130,981.806
0.0132,990.899
0.0134,980.359
0.0136,983.785
0.0138,971.128
0.0140,967.042
0.0142,966.911
0.0144,968.888
0.0146,966.911
0.0148,972.447
0.0150,983.518
0.0152,1000.125
0.0154,979.961
0.0156,967.435
0.0158,969.281
0.0160,966.911
0.0162,967.173
0.0164,967.042
0.0166,968.756
0.0168,976.269
0.0170,968.494
0.0172,992.610
0.0174,974.292
0.0176,965.327
0.0178,967.435
0.0180,965.196
0.0182,969.019
0.0184,961.505
0.0186,981.806
0.0188,967.173
0.0190,968.756
0.0192,907.986
0.0194,902.327
0.0196,954.123
0.0198,983.651
0.0200,974.424
0.0202,957.815
0.0204,967.042
0.0206,965.196
0.0208,963.221
0.0210,977.850
0.0212,1022.268
0.0214,996.435
0.0216,946.613
0.0218,952.278
0.0220,963.351
0.0222,961.896
0.0224,961.896
0.0226,948.716
0.0228,943.050
0.0230,955.839
0.0232,991.034
0.0234,988.920
0.0236,957.685
0.0238,977.982
0.0240,985.497
0.0242,976.269
0.0244,963.221
0.0246,965.196
0.0248,967.435
0.0250,963.482
0.0252,972.710
0.0254,970.470
0.0256,939.359
0.0258,965.196
0.0260,970.470
0.0262,968.756
0.0264,946.613
0.0266,991.436
0.0268,996.705
0.0270,979.961
0.0272,974.556
0.0274,996.435
0.0276,967.042
0.0278,970.602
0.0280,966.911
0.0282,968.756
0.0284,977.718
0.0286,990.899
0.0288,969.019
0.0290,967.435
0.0292,970.733
0.0294,1014.888
0.0296,998.415
0.0298,979.828
0.0300,989.054
0.0302,977.982
0.0304,977.982
0.0306,976.137
0.0308,979.961
0.0310,976.402
0.0312,976.137
0.0314,1009.625
0.0316,1005.797
0.0318,987.342
0.0320,964.543
0.0322,1022.268
0.0324,966.911
0.0326,968.756
0.0328,976.269
0.0330,969.019
0.0332,978.247
0.0334,989.054
0.0336,992.879
0.0338,967.173
0.0340,965.196
0.0342,966.911
0.0344,963.221
0.0346,966.911
