Time (s),Main Avg Power (mW)
0.0000,873.040
0.0002,876.969
0.0004,869.230
0.0006,895.189
0.0008,885.720
0.0010,874.767
0.0012,865.422
0.0014,869.113
0.0016,867.268
0.0018,867.268
0.0020,871.194
0.0022,867.503
0.0024,859.886
0.0026,889.893
0.0028,878.458
0.0030,874.885
0.0032,793.565
0.0034,784.019
0.0036,837.744
0.0038,874.648
0.0040,872.922
0.0042,858.274
0.0044,876.731
0.0046,880.423
0.0048,876.612
0.0050,871.076
0.0052,891.256
0.0054,882.149
0.0056,846.970
0.0058,887.565
0.0060,861.732
0.0062,860.003
0.0064,860.353
0.0066,863.811
0.0068,906.754
0.0070,864.045
0.0072,869.348
0.0074,863.694
0.0076,848.815
0.0078,865.422
0.0080,878.339
0.0082,870.958
0.0084,861.732
0.0086,872.922
0.0088,888.046
0.0090,869.348
0.0092,856.428
0.0094,858.274
0.0096,837.744
0.0098,852.505
0.0100,867.033
0.0102,865.422
0.0104,843.279
0.0106,889.531
0.0108,930.258
0.0110,882.508
0.0112,869.348
0.0114,873.040
0.0116,878.458
0.0118,926.817
0.0120,883.995
0.0122,880.184
0.0124,882.029
0.0126,896.792
0.0128,917.089
0.0130,882.268
0.0132,871.194
0.0134,869.230
0.0136,865.657
0.0138,876.612
0.0140,880.303
0.0142,867.385
0.0144,881.910
0.0146,869.113
0.0148,896.792
0.0150,883.875
0.0152,869.348
0.0154,871.430
0.0156,873.395
0.0158,872.922
0.0160,873.040
0.0162,872.803
0.0164,871.076
0.0166,870.958
0.0168,889.411
0.0170,887.565
0.0172,870.958
0.0174,884.354
0.0176,869.348
0.0178,873.040
0.0180,867.385
0.0182,871.076
0.0184,867.268
0.0186,867.385
0.0188,874.648
0.0190,887.685
0.0192,865.422
0.0194,872.803
0.0196,836.011
0.0198,782.386
0.0200,806.811
0.0202,865.657
0.0204,876.731
0.0206,863.694
0.0208,872.803
0.0210,887.685
0.0212,926.315
0.0214,866.797
0.0216,935.542
0.0218,887.806
0.0220,861.965
0.0222,841.890
0.0224,851.121
0.0226,860.120
0.0228,856.660
0.0230,883.875
0.0232,846.970
0.0234,843.279
0.0236,865.422
0.0238,874.767
0.0240,856.312
0.0242,850.776
0.0244,893.343
0.0246,873.040
0.0248,865.539
0.0250,889.531
0.0252,865.305
0.0254,861.732
0.0256,856.080
0.0258,896.913
0.0260,841.548
0.0262,841.548
0.0264,869.702
0.0266,865.422
0.0268,911.800
0.0270,880.184
0.0272,911.677
0.0274,880.303
0.0276,863.577
0.0278,867.268
0.0280,870.958
0.0282,869.230
0.0284,871.194
0.0286,873.040
0.0288,871.194
0.0290,891.497
0.0292,894.946
0.0294,882.149
0.0296,874.767
0.0298,869.113
0.0300,867.268
0.0302,869.113
0.0304,884.114
0.0306,869.348
0.0308,871.194
0.0310,880.661
0.0312,893.585
0.0314,869.230
0.0316,869.113
0.0318,867.268
0.0320,869.113
0.0322,874.648
0.0324,874.648
0.0326,876.731
0.0328,874.767
0.0330,878.577
0.0332,898.880
0.0334,869.230
0.0336,867.385
0.0338,882.029
0.0340,898.637
0.0342,885.600
0.0344,878.220
0.0346,870.958
0.0348,869.230
0.0350,871.430
0.0352,893.343
0.0354,865.891
0.0356,873.040
0.0358,861.965
0.0360,863.811
0.0362,784.656
0.0364,784.231
0.0366,854.235
0.0368,878.577
0.0370,870.958
0.0372,878.934
0.0374,876.731
0.0376,860.003
0.0378,861.849
0.0380,876.494
0.0382,891.256
0.0384,872.803
0.0386,846.970
0.0388,848.815
0.0390,861.849
0.0392,880.303
0.0394,887.806
0.0396,845.354
0.0398,839.703
0.0400,858.157
0.0402,871.076
0.0404,863.577
0.0406,843.279
0.0408,874.411
0.0410,876.494
0.0412,885.960
0.0414,882.508
0.0416,865.539
0.0418,863.694
0.0420,860.003
0.0422,856.196
0.0424,843.508
0.0426,837.744
0.0428,861.965
0.0430,867.268
0.0432,870.958
0.0434,872.922
0.0436,893.343
0.0438,891.739
0.0440,869.348
0.0442,861.965
0.0444,889.531
0.0446,869.230
0.0448,869.113
0.0450,870.840
0.0452,874.648
0.0454,900.482
0.0456,878.458
0.0458,893.343
0.0460,889.531
0.0462,871.194
0.0464,867.503
0.0466,867.385
0.0468,880.303
0.0470,874.648
0.0472,870.958
0.0474,902.327
0.0476,878.339
0.0478,871.076
0.0480,871.194
0.0482,869.113
0.0484,869.702
0.0486,874.885
0.0488,872.922
0.0490,874.767
0.0492,872.803
0.0494,907.863
0.0496,885.480
0.0498,869.113
0.0500,869.230
0.0502,882.268
0.0504,893.343
0.0506,873.276
0.0508,874.767
0.0510,872.803
