Time (s),Main Avg Power (mW)
0.0000,684.959
0.0002,681.266
0.0004,684.773
0.0006,694.002
0.0008,681.082
0.0010,691.969
0.0012,706.826
0.0014,682.742
0.0016,682.927
0.0018,688.745
0.0020,703.231
0.0022,705.268
0.0024,677.390
0.0026,690.310
0.0028,642.147
0.0030,607.087
0.0032,655.064
0.0034,684.588
0.0036,688.278
0.0038,677.207
0.0040,675.728
0.0042,671.853
0.0044,672.035
0.0046,679.236
0.0048,699.350
0.0050,706.731
0.0052,701.195
0.0054,664.290
0.0056,664.290
0.0058,675.362
0.0060,668.071
0.0062,672.126
0.0064,655.419
0.0066,655.419
0.0068,679.420
0.0070,681.082
0.0072,692.063
0.0074,683.113
0.0076,723.436
0.0078,686.526
0.0080,684.680
0.0082,677.390
0.0084,670.007
0.0086,677.666
0.0088,670.189
0.0090,666.496
0.0092,671.853
0.0094,682.835
0.0096,693.814
0.0098,690.123
0.0100,688.278
0.0102,697.410
0.0104,732.763
0.0106,714.305
0.0108,699.539
0.0110,703.231
0.0112,717.997
0.0114,729.071
0.0116,708.672
0.0118,732.564
0.0120,741.891
0.0122,745.481
0.0124,743.636
0.0126,756.758
0.0128,775.425
0.0130,954.511
0.0132,959.790
0.0134,980.093
0.0136,974.424
0.0138,965.589
0.0140,953.994
0.0142,946.485
0.0144,942.795
0.0146,946.613
0.0148,948.587
0.0150,965.589
0.0152,965.196
0.0154,1011.471
0.0156,989.590
0.0158,979.961
0.0160,983.785
0.0162,981.673
0.0164,979.695
0.0166,976.137
0.0168,978.115
0.0170,792.041
0.0172,708.960
0.0174,716.442
0.0176,705.076
0.0178,681.082
0.0180,728.972
0.0182,682.742
0.0184,677.207
0.0186,673.607
0.0188,678.960
0.0190,679.052
0.0192,673.607
0.0194,623.779
0.0196,620.172
0.0198,669.917
0.0200,691.969
0.0202,680.897
0.0204,669.735
0.0206,675.362
0.0208,677.207
0.0210,677.207
0.0212,691.969
0.0214,719.745
0.0216,706.922
0.0218,655.241
0.0220,662.534
0.0222,673.699
0.0224,669.917
0.0226,684.588
0.0228,656.998
0.0230,651.373
0.0232,673.516
0.0234,695.753
0.0236,701.195
0.0238,664.830
0.0240,690.217
0.0242,690.497
0.0244,680.990
0.0246,673.607
0.0248,671.762
0.0250,677.207
0.0252,671.580
0.0254,675.362
0.0256,684.680
0.0258,657.087
0.0260,679.236
0.0262,681.266
0.0264,673.881
0.0266,660.242
0.0268,712.459
0.0270,699.445
0.0272,680.897
0.0274,675.362
0.0276,719.648
0.0278,693.814
0.0280,684.959
0.0282,683.113
0.0284,684.959
0.0286,688.465
0.0288,686.805
0.0290,684.773
0.0292,682.927
0.0294,684.680
0.0296,704.885
0.0298,699.350
0.0300,695.848
0.0302,686.619
0.0304,685.052
0.0306,681.266
0.0308,683.113
0.0310,681.082
0.0312,681.082
0.0314,682.835
0.0316,701.195
0.0318,704.885
0.0320,686.433
0.0322,688.278
0.0324,686.619
0.0326,701.670
0.0328,778.063
0.0330,998.821
0.0332,884.114
0.0334,854.814
0.0336,856.196
0.0338,795.734
0.0340,741.791
0.0342,671.671
0.0344,673.607
0.0346,673.699
0.0348,671.853
0.0350,662.624
0.0352,670.189
0.0354,666.316
0.0356,683.113
0.0358,627.555
0.0360,590.400
0.0362,640.302
0.0364,675.453
