Time (s),Main Avg Power (mW)
0.1428,798.993
0.1430,819.291
0.1432,848.815
0.1434,815.601
0.1436,817.446
0.1438,815.821
0.1440,799.426
0.1442,819.513
0.1444,826.896
0.1446,828.630
0.1448,802.684
0.1450,841.434
0.1452,902.939
0.1454,835.898
0.1456,861.615
0.1458,817.557
0.1460,822.982
0.1462,815.821
0.1464,817.557
0.1466,802.901
0.1468,798.993
0.1470,824.827
0.1472,856.196
0.1474,832.208
0.1476,808.219
0.1478,854.235
0.1480,846.970
0.1482,828.517
0.1484,825.274
0.1486,826.896
0.1488,836.351
0.1490,824.827
0.1492,848.815
0.1494,837.744
0.1496,834.053
0.1498,832.208
0.1500,824.715
0.1502,824.827
0.1504,832.320
0.1506,826.896
0.1508,823.093
0.1510,832.433
0.1512,848.815
0.1514,847.084
0.1516,824.827
0.1518,821.025
0.1520,828.517
0.1522,822.870
0.1524,826.672
0.1526,830.362
0.1528,828.630
0.1530,828.517
0.1532,836.125
0.1534,852.505
0.1536,823.093
0.1538,835.898
0.1540,824.827
0.1542,826.560
0.1544,831.982
0.1546,824.827
0.1548,821.025
0.1550,825.050
0.1552,828.517
0.1554,849.045
0.1556,822.982
0.1558,821.247
0.1560,815.490
0.1562,830.475
0.1564,824.715
0.1566,830.587
0.1568,747.326
0.1570,745.481
0.1572,808.329
0.1574,865.657
0.1576,836.011
0.1578,817.557
0.1580,822.982
0.1582,821.136
0.1584,819.291
0.1586,835.672
0.1588,869.113
0.1590,846.970
0.1592,821.136
0.1594,835.898
0.1596,836.011
0.1598,828.517
0.1600,848.930
0.1602,858.041
0.1604,806.374
0.1606,832.095
0.1608,846.970
0.1610,824.827
0.1612,806.374
0.1614,850.776
0.1616,854.582
0.1618,830.362
0.1620,823.204
0.1622,824.938
0.1624,821.136
0.1626,822.982
0.1628,815.490
0.1630,804.420
0.1632,797.040
0.1634,832.208
0.1636,850.776
0.1638,834.505
0.1640,804.638
0.1642,843.279
0.1644,852.505
0.1646,830.475
0.1648,821.025
0.1650,830.362
0.1652,828.293
0.1654,835.898
0.1656,895.068
0.1658,825.050
0.1660,832.433
0.1662,836.351
0.1664,824.827
0.1666,825.050
0.1668,822.982
0.1670,826.672
0.1672,821.136
0.1674,832.320
0.1676,863.577
0.1678,830.587
0.1680,836.011
0.1682,823.204
0.1684,825.050
0.1686,825.050
0.1688,832.659
0.1690,830.362
0.1692,830.250
0.1694,828.517
0.1696,850.545
0.1698,834.053
0.1700,823.093
0.1702,825.050
0.1704,825.274
0.1706,823.204
0.1708,882.149
0.1710,830.587
0.1712,821.025
0.1714,819.291
0.1716,846.855
0.1718,835.898
0.1720,819.291
0.1722,823.093
0.1724,819.513
0.1726,823.204
0.1728,824.938
0.1730,824.938
0.1732,786.183
0.1734,741.891
0.1736,789.660
0.1738,856.312
0.1740,846.740
0.1742,861.849
0.1744,823.093
0.1746,817.889
0.1748,815.711
0.1750,826.784
0.1752,847.084
0.1754,847.199
0.1756,830.362
0.1758,828.517
0.1760,809.955
0.1762,819.291
0.1764,813.755
0.1766,817.667
0.1768,808.329
0.1770,802.901
0.1772,826.672
0.1774,826.896
0.1776,850.660
0.1778,837.970
0.1780,843.165
0.1782,832.208
0.1784,824.715
0.1786,823.204
0.1788,821.359
0.1790,828.742
0.1792,815.601
0.1794,816.043
0.1796,812.020
0.1798,841.434
0.1800,852.275
0.1802,846.855
0.1804,833.827
0.1806,846.970
0.1808,878.339
0.1810,861.965
0.1812,847.199
0.1814,851.121
0.1816,848.815
0.1818,882.029
0.1820,891.256
0.1822,876.494
0.1824,876.494
0.1826,883.755
0.1828,877.744
0.1830,1053.638
0.1832,1092.536
0.1834,1110.991
0.1836,1105.604
0.1838,1146.211
0.1840,1156.972
0.1842,1131.138
0.1844,1127.448
0.1846,1121.608
0.1848,1125.603
0.1850,1121.912
0.1852,1107.450
0.1854,878.815
0.1856,865.422
0.1858,867.738
0.1860,850.660
0.1862,828.742
0.1864,824.827
0.1866,823.093
0.1868,821.025
0.1870,826.560
0.1872,828.517
0.1874,826.672
0.1876,823.428
0.1878,834.279
0.1880,847.199
0.1882,822.982
0.1884,823.093
0.1886,819.291
0.1888,819.402
0.1890,834.053
0.1892,826.672
0.1894,821.025
0.1896,819.513
0.1898,751.017
0.1900,777.061
0.1902,819.402
0.1904,837.857
0.1906,826.560
0.1908,813.755
0.1910,822.870
0.1912,817.335
0.1914,822.982
0.1916,835.898
0.1918,850.891
0.1920,863.694
0.1922,812.130
0.1924,806.374
0.1926,821.581
0.1928,815.711
0.1930,815.601
0.1932,804.529
0.1934,797.148
0.1936,819.069
0.1938,832.320
0.1940,854.351
0.1942,817.557
0.1944,837.857
0.1946,836.011
0.1948,832.320
0.1950,819.402
0.1952,819.180
0.1954,821.136
0.1956,815.490
0.1958,817.335
0.1960,821.136
0.1962,817.446
0.1964,825.050
0.1966,828.630
0.1968,819.513
0.1970,804.529
0.1972,854.351
0.1974,850.660
0.1976,828.517
0.1978,826.560
0.1980,848.700
0.1982,852.621
0.1984,830.475
0.1986,856.312
0.1988,1127.753
0.1990,1081.903
0.1992,1077.918
0.1994,1077.772
0.1996,1012.905
0.1998,972.183
0.2000,944.640
0.2002,1000.261
0.2004,920.655
0.2006,963.221
0.2008,884.114
0.2010,967.173
0.2012,978.115
0.2014,843.393
0.2016,811.910
0.2018,810.065
0.2020,817.446
0.2022,843.279
0.2024,822.982
0.2026,810.174
0.2028,812.130
0.2030,808.219
0.2032,813.976
0.2034,810.284
0.2036,817.446
0.2038,817.335
0.2040,821.136
0.2042,830.362
0.2044,837.517
0.2046,834.053
0.2048,808.001
0.2050,810.284
0.2052,808.329
0.2054,802.792
0.2056,811.800
0.2058,852.505
0.2060,815.821
0.2062,758.603
0.2064,748.359
0.2066,789.767
0.2068,821.136
0.2070,821.136
0.2072,802.684
0.2074,810.284
0.2076,808.438
0.2078,806.811
0.2080,813.755
0.2082,854.351
0.2084,852.505
0.2086,795.303
0.2088,789.339
0.2090,815.601
0.2092,808.219
0.2094,812.350
0.2096,793.672
0.2098,788.349
0.2100,793.565
0.2102,824.938
0.2104,837.857
0.2106,795.195
0.2108,809.955
0.2110,824.827
0.2112,817.446
0.2114,808.219
0.2116,808.329
0.2118,808.329
0.2120,810.284
0.2122,806.374
0.2124,824.938
0.2126,793.350
0.2128,800.947
0.2130,815.490
0.2132,811.910
0.2134,789.660
0.2136,828.630
0.2138,841.320
0.2140,830.587
0.2142,808.219
0.2144,841.548
0.2146,821.136
0.2148,811.910
0.2150,811.800
0.2152,809.406
0.2154,869.113
0.2156,821.136
0.2158,813.755
0.2160,814.196
0.2162,812.020
0.2164,834.166
0.2166,824.938
0.2168,815.601
0.2170,817.446
