up_time cpu_freq utime work_time total_time screen_on brightness wifi_on wifi_rx_bytes wifi_tx_bytes
 3274930	 0.8965517	 24455 39221 326984	 1 1.0	 1 42892963 925745
 3275472	 0.8965517	 24467 39240 327039	 1 1.0	 1 42892963 925745
 3275898	 0.22000718	 24483 39266 327081	 1 1.0	 1 42892963 925745
 3276395	 0.8965517	 24491 39281 327136	 1 1.0	 1 42892963 925745
 3276886	 0.8965517	 24519 39319 327185	 1 1.0	 1 42892963 925745
 3277410	 0.22000718	 24526 39331 327233	 1 1.0	 1 42892963 925745
 3277886	 0.22000718	 24552 39367 327287	 1 1.0	 1 42892963 925745
 3278396	 0.22000718	 24557 39378 327333	 1 1.0	 1 42892963 925745
 3278910	 0.22000718	 24564 39388 327383	 1 1.0	 1 42892963 925745
 3279395	 0.22000718	 24572 39399 327434	 1 1.0	 1 42892963 925745
 3279913	 0.8965517	 24579 39410 327484	 1 1.0	 1 42892963 925745
 3280384	 0.3448276	 24592 39438 327532	 1 1.0	 1 42924713 927405
 3280898	 0.8965517	 24598 39466 327584	 1 1.0	 1 43230771 933613
 3281396	 0.8965517	 24606 39483 327631	 1 1.0	 1 43325271 936591
 3281886	 0.8965517	 24614 39502 327681	 1 1.0	 1 43491771 939671
 3282417	 0.22000718	 24624 39525 327728	 1 1.0	 1 43730271 943801
 3282905	 0.8965517	 24637 39559 327778	 1 1.0	 1 44100771 950381
 3283428	 0.8965517	 24644 39586 327821	 1 1.0	 1 44331829 953811
 3283907	 0.22000718	 24650 39609 327869	 1 1.0	 1 44487764 957451
 3284386	 0.22000718	 24657 39619 327919	 1 1.0	 1 44487764 957451
 3284910	 0.22000718	 24663 39629 327969	 1 1.0	 1 44487764 957451
 3285412	 0.22000718	 24670 39639 328019	 1 1.0	 1 44487764 957451
 3285900	 0.22000718	 24676 39649 328069	 1 1.0	 1 44487764 957451
 3286410	 0.22000718	 24681 39659 328120	 1 1.0	 1 44487764 957451
 3286895	 0.22000718	 24685 39668 328169	 1 1.0	 1 44487764 957451
 3287394	 0.22000718	 24696 39682 328219	 1 1.0	 1 44487764 957451
 3287908	 0.22000718	 24706 39696 328268	 1 1.0	 1 44487764 957451
 3288396	 0.8965517	 24715 39707 328318	 1 1.0	 1 44487764 957451
 3288897	 0.22000718	 24719 39716 328368	 1 1.0	 1 44487764 957451
 3289386	 0.22000718	 24729 39727 328420	 1 1.0	 1 44487764 957451
 3289888	 0.22000718	 24737 39737 328469	 1 1.0	 1 44487764 957451
 3290386	 0.22000718	 24742 39752 328519	 1 1.0	 1 44528372 958955
 3290936	 0.8965517	 24753 39773 328568	 1 1.0	 1 44721924 962175
 3291410	 0.8965517	 24762 39800 328618	 1 1.0	 1 45017540 967355
 3291927	 0.8965517	 24767 39826 328665	 1 1.0	 1 45301040 972465
 3292417	 0.8965517	 24787 39870 328721	 1 1.0	 1 45685040 978415
 3292935	 0.8965517	 24790 39891 328762	 1 1.0	 1 45944540 982615
 3293387	 0.22000718	 24799 39911 328810	 1 1.0	 1 46079475 985275
 3293896	 0.8965517	 24803 39919 328859	 1 1.0	 1 46079475 985275
 3294386	 0.22000718	 24809 39928 328909	 1 1.0	 1 46079475 985275
 3294885	 0.22000718	 24816 39938 328961	 1 1.0	 1 46079475 985275
 3295385	 0.22000718	 24821 39947 329010	 1 1.0	 1 46079475 985275
 3295895	 0.22000718	 24825 39957 329061	 1 1.0	 1 46079475 985275
 3296388	 0.22000718	 24832 39967 329111	 1 1.0	 1 46079475 985275
 3296908	 0.22000718	 24839 39976 329161	 1 1.0	 1 46079475 985275
 3297385	 0.22000718	 24851 39992 329211	 1 1.0	 1 46079475 985275
 3297888	 0.22000718	 24857 40002 329261	 1 1.0	 1 46079475 985275
 3298409	 0.22000718	 24867 40015 329312	 1 1.0	 1 46079475 985275
 3298905	 0.22000718	 24874 40024 329361	 1 1.0	 1 46079475 985275
 3299395	 0.22000718	 24878 40032 329409	 1 1.0	 1 46079475 985275
 3299886	 0.22000718	 24886 40043 329462	 1 1.0	 1 46079475 985275
 3300414	 0.8965517	 24895 40057 329509	 1 1.0	 1 46111083 986919
 3300885	 0.8965517	 24904 40083 329557	 1 1.0	 1 46438135 992659
 3301407	 0.8965517	 24910 40112 329607	 1 1.0	 1 46868635 1000149
 3301926	 0.8965517	 24926 40151 329664	 1 1.0	 1 47209193 1005679
 3302405	 0.8965517	 24933 40176 329702	 1 1.0	 1 47488251 1009869
 3302896	 0.22000718	 24945 40198 329749	 1 1.0	 1 47671186 1015311
 3303398	 0.8965517	 24949 40208 329798	 1 1.0	 1 47671186 1015311
 3303886	 0.22000718	 24955 40218 329848	 1 1.0	 1 47671186 1015311
 3304386	 0.8965517	 24961 40227 329897	 1 1.0	 1 47671186 1015311
 3304909	 0.22000718	 24967 40236 329947	 1 1.0	 1 47671186 1015311
 3305404	 0.22000718	 24973 40246 329998	 1 1.0	 1 47671186 1015311
 3305895	 0.22000718	 24981 40257 330048	 1 1.0	 1 47671186 1015311
 3306404	 0.22000718	 24987 40267 330098	 1 1.0	 1 47671186 1015311
 3306908	 0.22000718	 25001 40284 330148	 1 1.0	 1 47671186 1015311
 3307386	 0.22000718	 25009 40295 330198	 1 1.0	 1 47671186 1015311
