up_time cpu_freq utime work_time total_time screen_on brightness wifi_on wifi_rx_bytes wifi_tx_bytes
 4981255	 0.8965517	 39513 65185 497059	 1 1.0	 1 23529171 410605
 4981822	 0.8965517	 39527 65205 497116	 1 1.0	 1 23529171 410605
 4982254	 0.22000718	 39548 65234 497159	 1 1.0	 1 23529171 410605
 4982736	 0.22000718	 39557 65249 497213	 1 1.0	 1 23529171 410605
 4983219	 0.82758623	 39573 65277 497256	 1 1.0	 1 23529171 410605
 4983726	 0.22000718	 39583 65300 497310	 1 1.0	 1 23529171 410605
 4984218	 0.22000718	 39607 65330 497361	 1 1.0	 1 23529171 410605
 4984725	 0.22000718	 39617 65345 497415	 1 1.0	 1 23529171 410605
 4985225	 0.22000718	 39626 65357 497460	 1 1.0	 1 23529171 410605
 4985725	 0.22000718	 39632 65367 497509	 1 1.0	 1 23529171 410605
 4986225	 0.22000718	 39639 65377 497559	 1 1.0	 1 23529171 410605
 4986755	 0.8965517	 39652 65406 497612	 1 1.0	 1 23637325 413415
 4987272	 0.8965517	 39659 65435 497658	 1 1.0	 1 23883325 417545
 4987788	 0.8965517	 39665 65460 497705	 1 1.0	 1 24220883 422655
 4988228	 0.8965517	 39676 65489 497752	 1 1.0	 1 24513769 427065
 4988718	 0.8965517	 39690 65529 497810	 1 1.0	 1 24983269 433435
 4989257	 0.8965517	 39700 65553 497850	 1 1.0	 1 25259269 437215
 4989786	 0.8965517	 39712 65583 497900	 1 1.0	 1 25651612 442955
 4990226	 0.22000718	 39719 65594 497948	 1 1.0	 1 25651612 442955
 4990735	 0.22000718	 39728 65610 498002	 1 1.0	 1 25651612 442955
 4991220	 0.8965517	 39734 65618 498045	 1 1.0	 1 25651612 442955
 4991725	 0.22000718	 39738 65628 498097	 1 1.0	 1 25651612 442955
 4992240	 0.22000718	 39746 65638 498147	 1 1.0	 1 25651612 442955
 4992725	 0.8965517	 39750 65648 498196	 1 1.0	 1 25651612 442955
 4993235	 0.22000718	 39761 65662 498246	 1 1.0	 1 25651612 442955
 4993725	 0.22000718	 39767 65674 498297	 1 1.0	 1 25651612 442955
 4994239	 0.22000718	 39774 65684 498347	 1 1.0	 1 25651612 442955
 4994740	 0.22000718	 39783 65696 498397	 1 1.0	 1 25651612 442955
 4995225	 0.22000718	 39794 65710 498448	 1 1.0	 1 25651612 442955
 4995725	 0.22000718	 39802 65721 498498	 1 1.0	 1 25651612 442955
 4996225	 0.22000718	 39808 65731 498547	 1 1.0	 1 25651612 442955
 4996771	 0.8965517	 39812 65746 498595	 1 1.0	 1 25815220 446139
 4997274	 0.8965517	 39827 65776 498641	 1 1.0	 1 26167772 450829
 4997725	 0.22000718	 39840 65797 498693	 1 1.0	 1 26391330 454679
 4998265	 0.8965517	 39849 65825 498741	 1 1.0	 1 26590830 458039
 4998767	 0.8965517	 39860 65845 498788	 1 1.0	 1 26763330 463397
 4999301	 0.8965517	 39876 65876 498837	 1 1.0	 1 27082830 468087
