up_time cpu_freq utime work_time total_time screen_on brightness wifi_on wifi_rx_bytes wifi_tx_bytes
 1120367	 0.8965517	 14333 20374 84473	 1 0.11764705882352941	 1 497117 25363
 1120865	 0.8965517	 14343 20386 84524	 1 0.11764705882352941	 1 497117 25363
 1121341	 0.22000718	 14350 20395 84573	 1 0.11764705882352941	 1 497181 25363
 1121844	 0.22000718	 14355 20404 84623	 1 0.11764705882352941	 1 497181 25363
 1122344	 0.22000718	 14362 20413 84672	 1 0.11764705882352941	 1 497181 25363
 1122843	 0.22000718	 14376 20431 84731	 1 0.11764705882352941	 1 497181 25363
 1123339	 0.37931034	 14399 20457 84772	 1 0.11764705882352941	 1 497181 25363
 1123844	 0.22000718	 14406 20468 84823	 1 0.11764705882352941	 1 497181 25363
 1124344	 0.22000718	 14414 20478 84873	 1 0.11764705882352941	 1 497245 25363
 1124844	 0.22000718	 14419 20487 84923	 1 0.11764705882352941	 1 497245 25363
 1125344	 0.22000718	 14426 20495 84972	 1 0.11764705882352941	 1 497245 25363
 1125842	 0.22000718	 14434 20505 85023	 1 0.11764705882352941	 1 497245 25363
 1126344	 0.22000718	 14440 20515 85073	 1 0.11764705882352941	 1 497245 25363
 1126844	 0.22000718	 14446 20524 85123	 1 0.11764705882352941	 1 497245 25363
 1127344	 0.22000718	 14455 20537 85177	 1 0.11764705882352941	 1 497309 25363
 1127844	 0.22000718	 14461 20548 85224	 1 0.11764705882352941	 1 497309 25363
 1128344	 0.22000718	 14467 20556 85272	 1 0.11764705882352941	 1 497309 25363
 1128852	 0.22000718	 14474 20568 85325	 1 0.11764705882352941	 1 497309 25363
 1129334	 0.22000718	 14478 20577 85372	 1 0.11764705882352941	 1 497309 25363
 1129844	 0.22000718	 14481 20585 85422	 1 0.11764705882352941	 1 497309 25363
 1130339	 0.22000718	 14487 20594 85472	 1 0.11764705882352941	 1 497309 25363
 1130844	 0.22000718	 14490 20602 85521	 1 0.11764705882352941	 1 497309 25363
 1131341	 0.22000718	 14503 20618 85579	 1 0.11764705882352941	 1 497309 25363
 1131844	 0.22000718	 14512 20633 85623	 1 0.11764705882352941	 1 497309 25363
 1132344	 0.22000718	 14518 20643 85673	 1 0.11764705882352941	 1 497309 25363
 1132844	 0.22000718	 14524 20651 85722	 1 0.11764705882352941	 1 497309 25363
 1133344	 0.22000718	 14530 20661 85773	 1 0.11764705882352941	 1 497373 25363
 1133844	 0.22000718	 14536 20670 85823	 1 0.11764705882352941	 1 497373 25363
 1134341	 0.22000718	 14543 20679 85873	 1 0.11764705882352941	 1 497373 25363
 1134857	 0.8965517	 14550 20688 85923	 1 0.11764705882352941	 1 497373 25363
 1135344	 0.22000718	 14557 20697 85972	 1 0.11764705882352941	 1 497373 25363
 1135844	 0.22000718	 14565 20707 86023	 1 0.11764705882352941	 1 497373 25363
 1136344	 0.22000718	 14580 20722 86073	 1 0.11764705882352941	 1 497437 25363
 1136834	 0.22000718	 14588 20733 86123	 1 0.11764705882352941	 1 497437 25363
 1137344	 0.22000718	 14593 20742 86172	 1 0.11764705882352941	 1 497437 25363
 1137845	 0.22000718	 14602 20752 86223	 1 0.11764705882352941	 1 497437 25363
 1138344	 0.22000718	 14611 20763 86273	 1 0.11764705882352941	 1 497437 25363
 1138844	 0.22000718	 14617 20772 86323	 1 0.11764705882352941	 1 497437 25363
 1139344	 0.22000718	 14623 20780 86372	 1 0.11764705882352941	 1 497501 25363
 1139844	 0.22000718	 14630 20789 86422	 1 0.11764705882352941	 1 497501 25363
 1140344	 0.22000718	 14641 20803 86477	 1 0.11764705882352941	 1 497501 25363
 1140843	 0.22000718	 14649 20812 86523	 1 0.11764705882352941	 1 497501 25363
 1141344	 0.22000718	 14651 20821 86572	 1 0.11764705882352941	 1 497501 25363
