up_time cpu_freq utime work_time total_time screen_on brightness wifi_on wifi_rx_bytes wifi_tx_bytes
 1385924	 0.8965517	 13416 21047 138441	 1 0.00392156862745098	 0 0 0
 1386404	 0.8965517	 13429 21064 138490	 1 0.00392156862745098	 0 0 0
 1386865	 0.22000718	 13441 21078 138544	 1 0.00392156862745098	 0 0 0
 1387365	 0.8965517	 13463 21111 138592	 1 0.00392156862745098	 0 0 0
 1387875	 0.22000718	 13468 21121 138640	 1 0.00392156862745098	 0 0 0
 1388362	 0.55172414	 13485 21152 138689	 1 0.00392156862745098	 0 0 0
 1388877	 0.22000718	 13505 21182 138738	 1 0.00392156862745098	 0 0 0
 1389379	 0.22000718	 13510 21192 138790	 1 0.00392156862745098	 0 0 0
 1389885	 0.22000718	 13517 21201 138840	 1 0.00392156862745098	 0 0 0
 1390387	 0.22000718	 13526 21211 138890	 1 0.00392156862745098	 0 0 0
 1390885	 0.22000718	 13537 21224 138940	 1 0.00392156862745098	 0 0 0
 1391387	 0.22000718	 13545 21238 138990	 1 0.00392156862745098	 0 0 0
 1391866	 0.8965517	 13548 21247 139040	 1 0.00392156862745098	 0 0 0
 1392362	 0.8965517	 13557 21293 139086	 1 0.00392156862745098	 0 0 0
 1392870	 0.8965517	 13560 21343 139136	 1 0.00392156862745098	 0 0 0
 1393365	 0.8965517	 13564 21393 139186	 1 0.00392156862745098	 0 0 0
 1393869	 0.8965517	 13568 21443 139236	 1 0.00392156862745098	 0 0 0
 1394362	 0.8965517	 13575 21497 139290	 1 0.00392156862745098	 0 0 0
 1394865	 0.8965517	 13577 21543 139336	 1 0.00392156862745098	 0 0 0
 1395371	 0.8965517	 13581 21593 139386	 1 0.00392156862745098	 0 0 0
 1395867	 0.8965517	 13586 21643 139436	 1 0.00392156862745098	 0 0 0
 1396362	 0.8965517	 13590 21694 139487	 1 0.00392156862745098	 0 0 0
 1396864	 0.8965517	 13592 21743 139536	 1 0.00392156862745098	 0 0 0
 1397367	 0.8965517	 13594 21794 139587	 1 0.00392156862745098	 0 0 0
 1397870	 0.8965517	 13603 21847 139640	 1 0.00392156862745098	 0 0 0
 1398365	 0.8965517	 13608 21893 139686	 1 0.00392156862745098	 0 0 0
 1398863	 0.8965517	 13611 21943 139736	 1 0.00392156862745098	 0 0 0
 1399366	 0.8965517	 13614 21993 139786	 1 0.00392156862745098	 0 0 0
 1399869	 0.8965517	 13616 22043 139836	 1 0.00392156862745098	 0 0 0
 1400367	 0.8965517	 13618 22094 139887	 1 0.00392156862745098	 0 0 0
 1400867	 0.8965517	 13621 22143 139936	 1 0.00392156862745098	 0 0 0
 1401367	 0.8965517	 13624 22193 139986	 1 0.00392156862745098	 0 0 0
 1401867	 0.8965517	 13632 22243 140036	 1 0.00392156862745098	 0 0 0
 1402367	 0.8965517	 13636 22293 140086	 1 0.00392156862745098	 0 0 0
 1402868	 0.8965517	 13642 22343 140136	 1 0.00392156862745098	 0 0 0
 1403363	 0.8965517	 13644 22393 140186	 1 0.00392156862745098	 0 0 0
 1403867	 0.8965517	 13646 22444 140237	 1 0.00392156862745098	 0 0 0
 1404370	 0.8965517	 13649 22493 140286	 1 0.00392156862745098	 0 0 0
 1404869	 0.8965517	 13652 22543 140336	 1 0.00392156862745098	 0 0 0
 1405369	 0.8965517	 13658 22598 140391	 1 0.00392156862745098	 0 0 0
 1405865	 0.8965517	 13661 22643 140436	 1 0.00392156862745098	 0 0 0
 1406362	 0.8965517	 13665 22693 140486	 1 0.00392156862745098	 0 0 0
 1406862	 0.8965517	 13668 22743 140536	 1 0.00392156862745098	 0 0 0
 1407372	 0.8965517	 13670 22793 140586	 1 0.00392156862745098	 0 0 0
 1407870	 0.8965517	 13673 22843 140636	 1 0.00392156862745098	 0 0 0
 1408369	 0.8965517	 13675 22893 140686	 1 0.00392156862745098	 0 0 0
 1408869	 0.8965517	 13681 22947 140740	 1 0.00392156862745098	 0 0 0
 1409369	 0.8965517	 13683 22993 140786	 1 0.00392156862745098	 0 0 0
 1409862	 0.8965517	 13683 23043 140836	 1 0.00392156862745098	 0 0 0
 1410365	 0.8965517	 13687 23093 140886	 1 0.00392156862745098	 0 0 0
 1410878	 0.4827586	 13699 23144 140940	 1 0.00392156862745098	 0 0 0
 1411375	 0.22000718	 13714 23169 140991	 1 0.00392156862745098	 0 0 0
 1411865	 0.22000718	 13727 23187 141039	 1 0.00392156862745098	 0 0 0
 1412377	 0.22000718	 13738 23209 141089	 1 0.00392156862745098	 0 0 0
 1412877	 0.8965517	 13751 23224 141141	 1 0.00392156862745098	 0 0 0
 1413370	 0.8965517	 13766 23248 141189	 1 0.00392156862745098	 0 0 0
 1413876	 0.22000718	 13774 23257 141239	 1 0.00392156862745098	 0 0 0
 1414388	 0.22000718	 13778 23268 141291	 1 0.00392156862745098	 0 0 0
 1414874	 0.22000718	 13799 23300 141342	 1 0.00392156862745098	 0 0 0
 1415365	 0.22000718	 13806 23316 141389	 1 0.00392156862745098	 0 0 0
 1415877	 0.8965517	 13830 23345 141438	 1 0.00392156862745098	 0 0 0
 1416365	 0.8965517	 13853 23374 141496	 1 0.00392156862745098	 0 0 0
 1416885	 0.22000718	 13858 23383 141540	 1 0.00392156862745098	 0 0 0
 1417370	 0.8965517	 13870 23404 141587	 1 0.00392156862745098	 0 0 0
