up_time cpu_freq utime work_time total_time screen_on brightness wifi_on wifi_rx_bytes wifi_tx_bytes
 4748441	 0.8965517	 37894 62144 473879	 1 1.0	 1 10771753 206879
 4748923	 0.8965517	 37901 62154 473926	 1 1.0	 1 10771753 206879
 4749407	 0.22000718	 37932 62193 473978	 1 1.0	 1 10771753 206879
 4749905	 0.22000718	 37942 62207 474029	 1 1.0	 1 10771753 206879
 4750403	 0.3448276	 37963 62245 474077	 1 1.0	 1 10771753 206879
 4750897	 0.8965517	 37977 62263 474133	 1 1.0	 1 10771753 206879
 4751377	 0.22000718	 37998 62291 474177	 1 1.0	 1 10772081 206879
 4751886	 0.22000718	 38005 62302 474227	 1 1.0	 1 10772081 206879
 4752376	 0.22000718	 38010 62315 474278	 1 1.0	 1 10772409 206879
 4752898	 0.22000718	 38020 62328 474327	 1 1.0	 1 10772409 206879
 4753386	 0.8965517	 38033 62348 474377	 1 1.0	 1 10772409 206879
 4753930	 0.8965517	 38036 62376 474424	 1 1.0	 1 10934563 210319
 4754379	 0.8965517	 38048 62414 474479	 1 1.0	 1 11357891 216759
 4754916	 0.8965517	 38053 62437 474523	 1 1.0	 1 11660891 223863
 4755433	 0.8965517	 38061 62463 474573	 1 1.0	 1 11983391 228483
 4755873	 0.41379312	 38073 62489 474617	 1 1.0	 1 12320891 233593
 4756529	 0.8965517	 38088 62530 474678	 1 1.0	 1 12749891 239263
 4756876	 0.22000718	 38094 62551 474717	 1 1.0	 1 12894734 242133
 4757404	 0.22000718	 38099 62562 474766	 1 1.0	 1 12894734 242133
 4757876	 0.22000718	 38106 62572 474816	 1 1.0	 1 12894734 242133
 4758401	 0.8965517	 38115 62583 474864	 1 1.0	 1 12895062 242133
 4758895	 0.22000718	 38122 62593 474916	 1 1.0	 1 12895062 242133
 4759386	 0.22000718	 38136 62609 474965	 1 1.0	 1 12895062 242133
 4759895	 0.22000718	 38154 62628 475026	 1 1.0	 1 12895062 242133
 4760395	 0.22000718	 38160 62638 475066	 1 1.0	 1 12895062 242133
 4760898	 0.22000718	 38165 62648 475115	 1 1.0	 1 12895120 242133
 4761377	 0.22000718	 38173 62659 475166	 1 1.0	 1 12895120 242133
 4761876	 0.22000718	 38182 62673 475216	 1 1.0	 1 12895120 242133
 4762400	 0.22000718	 38187 62682 475266	 1 1.0	 1 12895120 242133
 4762903	 0.22000718	 38195 62693 475317	 1 1.0	 1 12895120 242133
 4763376	 0.22000718	 38199 62703 475366	 1 1.0	 1 12895120 242133
 4763911	 0.8965517	 38208 62729 475415	 1 1.0	 1 13124728 246297
 4764431	 0.8965517	 38221 62763 475464	 1 1.0	 1 13531338 250847
 4764899	 0.8965517	 38228 62792 475509	 1 1.0	 1 13910896 256097
 4765406	 0.8965517	 38242 62827 475565	 1 1.0	 1 14312896 262257
 4765914	 0.8965517	 38248 62853 475607	 1 1.0	 1 14551396 266247
 4766435	 0.8965517	 38255 62882 475652	 1 1.0	 1 14904012 271147
 4766896	 0.22000718	 38263 62901 475699	 1 1.0	 1 15017413 273317
 4767395	 0.8965517	 38273 62915 475749	 1 1.0	 1 15017413 273317
