up_time cpu_freq utime work_time total_time screen_on brightness wifi_on wifi_rx_bytes wifi_tx_bytes
 305319	 0.8965517	 2809 4173 30495	 1 0.11764705882352941	 1 2068 1426
 306298	 0.8965517	 2853 4229 30585	 1 0.11764705882352941	 1 2068 1426
 306714	 0.8965517	 2880 4270 30632	 1 0.11764705882352941	 1 2068 1426
 307248	 0.8965517	 2903 4304 30680	 1 0.11764705882352941	 1 2068 1426
 307735	 0.8965517	 2910 4316 30729	 1 0.11764705882352941	 1 2068 1426
 308237	 0.8965517	 2937 4350 30780	 1 0.11764705882352941	 1 2068 1426
 308720	 0.8965517	 2952 4368 30831	 1 0.11764705882352941	 1 2068 1426
 309237	 0.8965517	 2960 4379 30879	 1 0.11764705882352941	 1 2068 1426
 309725	 0.8965517	 2970 4396 30933	 1 0.11764705882352941	 1 2068 1426
 310209	 0.22000718	 2980 4410 30980	 1 0.11764705882352941	 1 2068 1426
 310749	 0.8965517	 2987 4423 31031	 1 0.11764705882352941	 1 2068 1426
 311223	 0.7586207	 3003 4458 31086	 1 1.0	 1 2068 1426
 311698	 0.8965517	 3015 4475 31135	 1 1.0	 1 2068 1426
 312239	 0.8965517	 3025 4488 31179	 1 1.0	 1 2068 1426
 312729	 0.8965517	 3039 4503 31233	 1 1.0	 1 2068 1426
 313208	 0.22000718	 3050 4515 31280	 1 1.0	 1 2068 1426
 313698	 0.8965517	 3057 4526 31329	 1 1.0	 1 2068 1426
 314203	 0.8965517	 3067 4544 31383	 1 1.0	 1 2068 1426
 314707	 0.8965517	 3074 4555 31429	 1 1.0	 1 2068 1426
 315208	 0.8965517	 3079 4566 31478	 1 1.0	 1 2068 1426
 315727	 0.8965517	 3090 4578 31529	 1 1.0	 1 2068 1426
 316242	 0.8965517	 3098 4593 31579	 1 1.0	 1 2068 1426
 316733	 0.8965517	 3107 4605 31630	 1 1.0	 1 2068 1426
 317216	 0.8965517	 3112 4616 31679	 1 1.0	 1 2068 1426
 317696	 0.8965517	 3122 4631 31730	 1 1.0	 1 2068 1426
 318245	 0.8965517	 3129 4642 31779	 1 1.0	 1 2068 1426
 318726	 0.8965517	 3139 4655 31831	 1 1.0	 1 2068 1426
 319193	 0.22000718	 3151 4670 31879	 1 1.0	 1 2068 1426
 319736	 0.8965517	 3160 4683 31931	 1 1.0	 1 2068 1426
 320230	 0.8965517	 3168 4696 31979	 1 1.0	 1 2068 1426
 320697	 0.8965517	 3181 4713 32034	 1 1.0	 1 2068 1426
 321197	 0.22000718	 3193 4737 32081	 1 0.8	 1 2068 1426
 321723	 0.22000718	 3198 4748 32129	 1 0.8	 1 2068 1426
 322229	 0.8965517	 3215 4768 32189	 1 0.8	 1 2068 1426
 322723	 0.8965517	 3223 4779 32229	 1 0.8	 1 2068 1426
 323218	 0.8965517	 3229 4790 32279	 1 0.8	 1 2068 1426
 323697	 0.8965517	 3238 4805 32332	 1 0.8	 1 2068 1426
 324228	 0.8965517	 3245 4815 32378	 1 0.8	 1 2068 1426
 324734	 0.8965517	 3252 4826 32428	 1 0.8	 1 2068 1426
 325197	 0.8965517	 3262 4842 32484	 1 0.8	 1 2068 1426
 325708	 0.22000718	 3269 4854 32530	 1 0.8	 1 2068 1426
 326207	 0.8965517	 3277 4865 32579	 1 0.8	 1 2068 1426
 326727	 0.8965517	 3285 4877 32630	 1 0.8	 1 2068 1426
 327197	 0.8965517	 3293 4892 32679	 1 0.8	 1 2068 1426
 327726	 0.8965517	 3302 4904 32730	 1 0.8	 1 2068 1426
 328196	 0.22000718	 3310 4916 32780	 1 0.8	 1 2068 1426
 328726	 0.8965517	 3319 4929 32828	 1 0.8	 1 2068 1426
 329206	 0.8965517	 3327 4940 32879	 1 0.8	 1 2068 1426
 329731	 0.8965517	 3336 4951 32929	 1 0.8	 1 2068 1426
 330206	 0.8965517	 3355 4971 32989	 1 0.8	 1 2068 1426
 330697	 0.8965517	 3360 4983 33030	 1 0.8	 1 2068 1426
 331227	 0.8965517	 3372 5008 33079	 1 0.6	 1 2068 1426
 331706	 0.22000718	 3381 5024 33133	 1 0.6	 1 2068 1426
 332196	 0.8965517	 3388 5035 33179	 1 0.6	 1 2068 1426
 332696	 0.8965517	 3395 5046 33229	 1 0.6	 1 2068 1426
 333197	 0.8965517	 3400 5056 33278	 1 0.6	 1 2068 1426
 333707	 0.8965517	 3409 5071 33328	 1 0.6	 1 2068 1426
 334196	 0.22000718	 3418 5083 33378	 1 0.6	 1 2068 1426
 334706	 0.8965517	 3424 5094 33428	 1 0.6	 1 2068 1426
 335240	 0.8965517	 3434 5109 33478	 1 0.6	 1 2068 1426
 335696	 0.22000718	 3443 5120 33528	 1 0.6	 1 2068 1426
 336208	 0.8965517	 3447 5131 33578	 1 0.6	 1 2068 1426
 336720	 0.8965517	 3458 5146 33628	 1 0.6	 1 2068 1426
 337216	 0.8965517	 3462 5157 33677	 1 0.6	 1 2068 1426
 337706	 0.8965517	 3470 5169 33729	 1 0.6	 1 2068 1426
 338207	 0.8965517	 3478 5181 33780	 1 0.6	 1 2068 1426
 338696	 0.22000718	 3485 5193 33829	 1 0.6	 1 2068 1426
 339195	 0.22000718	 3490 5204 33877	 1 0.6	 1 2068 1426
 339723	 0.22000718	 3507 5223 33937	 1 0.6	 1 2068 1426
 340206	 0.22000718	 3516 5234 33977	 1 0.6	 1 2068 1426
 340706	 0.8965517	 3522 5246 34028	 1 0.6	 1 2068 1426
 341231	 0.22000718	 3533 5272 34080	 1 0.4	 1 2068 1426
 341715	 0.8965517	 3548 5293 34128	 1 0.4	 1 2068 1426
 342196	 0.8965517	 3553 5304 34178	 1 0.4	 1 2068 1426
 342728	 0.8965517	 3562 5314 34227	 1 0.4	 1 2068 1426
 343218	 0.8965517	 3576 5328 34278	 1 0.4	 1 2068 1426
 343696	 0.22000718	 3582 5338 34328	 1 0.4	 1 2068 1426
 344226	 0.8965517	 3586 5349 34378	 1 0.4	 1 2068 1426
 344706	 0.22000718	 3595 5364 34428	 1 0.4	 1 2068 1426
 345222	 0.22000718	 3600 5375 34478	 1 0.4	 1 2068 1426
 345698	 0.8965517	 3607 5385 34527	 1 0.4	 1 2068 1426
 346207	 0.8965517	 3617 5401 34582	 1 0.4	 1 2068 1426
 346696	 0.8965517	 3628 5417 34628	 1 0.4	 1 2068 1426
 347196	 0.22000718	 3634 5428 34678	 1 0.4	 1 2068 1426
 347707	 0.8965517	 3644 5443 34732	 1 0.4	 1 2068 1426
 348224	 0.22000718	 3651 5455 34778	 1 0.4	 1 2068 1426
 348696	 0.22000718	 3658 5466 34828	 1 0.4	 1 2068 1426
 349216	 0.22000718	 3668 5477 34878	 1 0.4	 1 2068 1426
 349716	 0.8965517	 3679 5492 34929	 1 0.4	 1 2068 1426
 350196	 0.22000718	 3685 5502 34977	 1 0.4	 1 2068 1426
 350706	 0.22000718	 3694 5514 35029	 1 0.4	 1 2068 1426
 351215	 0.8965517	 3707 5540 35078	 1 0.20392156862745098	 1 2068 1426
 351696	 0.22000718	 3714 5551 35128	 1 0.20392156862745098	 1 2068 1426
 352206	 0.22000718	 3720 5561 35178	 1 0.20392156862745098	 1 2068 1426
 352722	 0.8965517	 3732 5576 35234	 1 0.20392156862745098	 1 2068 1426
 353196	 0.8965517	 3740 5588 35278	 1 0.20392156862745098	 1 2068 1426
 353696	 0.22000718	 3747 5598 35327	 1 0.20392156862745098	 1 2068 1426
 354206	 0.22000718	 3757 5612 35382	 1 0.20392156862745098	 1 2068 1426
 354711	 0.22000718	 3767 5624 35429	 1 0.20392156862745098	 1 2068 1426
 355195	 0.22000718	 3772 5635 35478	 1 0.20392156862745098	 1 2068 1426
 355695	 0.22000718	 3782 5649 35531	 1 0.20392156862745098	 1 2068 1426
 356205	 0.22000718	 3789 5660 35578	 1 0.20392156862745098	 1 2068 1426
 356720	 0.22000718	 3796 5670 35628	 1 0.20392156862745098	 1 2068 1426
 357206	 0.8965517	 3805 5682 35679	 1 0.20392156862745098	 1 2068 1426
 357715	 0.8965517	 3814 5696 35728	 1 0.20392156862745098	 1 2068 1426
 358220	 0.22000718	 3822 5708 35779	 1 0.20392156862745098	 1 2068 1426
 358696	 0.8965517	 3825 5719 35828	 1 0.20392156862745098	 1 2068 1426
