up_time cpu_freq utime work_time total_time screen_on brightness wifi_on wifi_rx_bytes wifi_tx_bytes
 863354	 0.8965517	 8666 14846 86256	 1 0.00392156862745098	 1 316565 27603
 863806	 0.8965517	 8681 14866 86301	 1 0.00392156862745098	 1 316893 27603
 864313	 0.22000718	 8701 14895 86352	 1 0.00392156862745098	 1 316893 27603
 864806	 0.22000718	 8707 14907 86404	 1 0.00392156862745098	 1 316893 27603
 865298	 0.8965517	 8731 14944 86453	 1 0.00392156862745098	 1 316939 27603
 865818	 0.22000718	 8736 14957 86502	 1 0.00392156862745098	 1 316939 27603
 866321	 0.22000718	 8770 14997 86559	 1 0.00392156862745098	 1 317595 27603
 866798	 0.22000718	 8777 15007 86602	 1 0.00392156862745098	 1 317595 27603
 867320	 0.22000718	 8783 15017 86652	 1 0.00392156862745098	 1 317595 27603
 867819	 0.22000718	 8791 15028 86703	 1 0.00392156862745098	 1 317923 27603
 868319	 0.22000718	 8799 15039 86753	 1 0.00392156862745098	 1 318251 27603
 868815	 0.22000718	 8810 15053 86802	 1 0.00392156862745098	 1 318251 27603
 869305	 0.22000718	 8818 15065 86853	 1 0.00392156862745098	 1 318907 27603
 869816	 0.22000718	 8826 15076 86903	 1 0.00392156862745098	 1 318907 27603
 870339	 0.8965517	 8833 15089 86955	 1 0.00392156862745098	 1 318907 27603
 870797	 0.8965517	 8851 15121 86999	 1 0.00392156862745098	 1 318907 27603
 871298	 0.8965517	 8854 15170 87048	 1 0.00392156862745098	 1 318907 27603
 871792	 0.8965517	 8857 15221 87099	 1 0.00392156862745098	 1 318907 27603
 872292	 0.8965517	 8860 15270 87148	 1 0.00392156862745098	 1 318907 27603
 872792	 0.8965517	 8867 15325 87203	 1 0.00392156862745098	 1 318953 27603
 873297	 0.8965517	 8873 15370 87248	 1 0.00392156862745098	 1 318953 27603
 873792	 0.8965517	 8875 15421 87299	 1 0.00392156862745098	 1 319281 27603
 874291	 0.8965517	 8879 15470 87348	 1 0.00392156862745098	 1 319609 27603
 874792	 0.8965517	 8883 15522 87400	 1 0.00392156862745098	 1 320265 27603
 875290	 0.8965517	 8889 15571 87449	 1 0.00392156862745098	 1 320265 27603
 875797	 0.8965517	 8895 15621 87499	 1 0.00392156862745098	 1 320265 27603
 876295	 0.8965517	 8898 15670 87548	 1 0.00392156862745098	 1 320265 27603
 876797	 0.8965517	 8902 15721 87599	 1 0.00392156862745098	 1 320265 27603
 877293	 0.8965517	 8910 15771 87649	 1 0.00392156862745098	 1 320265 27603
 877792	 0.8965517	 8915 15822 87700	 1 0.00392156862745098	 1 320265 27603
 878298	 0.8965517	 8919 15871 87749	 1 0.00392156862745098	 1 320265 27603
 878795	 0.8965517	 8921 15921 87799	 1 0.00392156862745098	 1 320265 27603
