up_time cpu_freq utime work_time total_time screen_on brightness wifi_on wifi_rx_bytes wifi_tx_bytes
 2340803	 0.27966103	 16325 45241 301053	 1 0.7490196078431373	 1 329264 87119
 2341302	 0.5	 16330 45253 301153	 1 0.7490196078431373	 1 329264 87119
 2341814	 0.5	 16334 45260 301254	 1 0.7490196078431373	 1 329264 87119
 2342301	 0.27966103	 16340 45269 301352	 1 0.7490196078431373	 1 329264 87119
 2342797	 0.5	 16347 45281 301449	 1 0.7490196078431373	 1 329264 87119
 2343301	 0.3559322	 16350 45288 301548	 1 0.7490196078431373	 1 329264 87119
 2343801	 0.21186441	 16376 45332 301648	 1 0.7490196078431373	 1 330249 87119
 2344311	 0.13903601	 16385 45351 301750	 1 0.7490196078431373	 1 330249 87119
 2344816	 0.105932206	 16396 45365 301801	 1 0.7490196078431373	 1 330249 87119
 2345340	 0.105932206	 16405 45383 301853	 1 0.7490196078431373	 1 330249 87119
 2345851	 0.25	 16413 45395 301902	 1 0.7490196078431373	 1 330249 87119
 2346326	 0.04661017	 16417 45404 301950	 1 0.7490196078431373	 1 330249 87119
 2346859	 0.25	 16425 45419 302003	 1 0.7490196078431373	 1 330249 87119
 2347324	 0.04661017	 16430 45428 302050	 1 0.7490196078431373	 1 330249 87119
 2347843	 0.033103812	 16438 45446 302103	 1 0.7490196078431373	 1 330655 87119
 2348366	 0.25	 16443 45462 302153	 1 0.7490196078431373	 1 330655 87119
 2348846	 0.25	 16449 45474 302201	 1 0.7490196078431373	 1 330733 87119
 2349344	 0.033103812	 16454 45489 302254	 1 0.7490196078431373	 1 330811 87119
 2349844	 0.04661017	 16463 45499 302302	 1 0.7490196078431373	 1 330811 87119
 2350295	 0.6059322	 16477 45522 302399	 1 0.7490196078431373	 1 330811 87119
 2350810	 0.105932206	 16482 45532 302488	 1 0.7490196078431373	 1 330811 87119
 2351300	 0.25	 16488 45550 302536	 1 0.7490196078431373	 1 330811 87119
 2351851	 0.25	 16494 45561 302590	 1 0.7490196078431373	 1 330811 87119
 2352331	 0.04661017	 16500 45572 302640	 1 0.7490196078431373	 1 330811 87119
 2352828	 0.04661017	 16505 45582 302691	 1 0.7490196078431373	 1 330811 87119
 2353359	 0.033103812	 16519 45598 302745	 1 0.7490196078431373	 1 330811 87119
 2353853	 0.25	 16527 45612 302791	 1 0.7490196078431373	 1 330811 87119
 2354328	 0.04661017	 16532 45622 302841	 1 0.7490196078431373	 1 330811 87119
 2354854	 0.25	 16539 45636 302892	 1 0.7490196078431373	 1 330811 87119
 2355315	 0.0720339	 16546 45647 302939	 1 0.7490196078431373	 1 330811 87119
 2355854	 0.25	 16550 45658 302989	 1 0.7490196078431373	 1 330811 87119
 2356322	 0.04661017	 16556 45667 303037	 1 0.7490196078431373	 1 330811 87119
 2356873	 0.25	 16566 45684 303091	 1 0.7490196078431373	 1 330811 87119
 2357322	 0.04661017	 16573 45693 303138	 1 0.7490196078431373	 1 330811 87119
 2357827	 0.04661017	 16581 45710 303190	 1 0.7490196078431373	 1 330811 87119
 2358353	 0.25	 16591 45724 303241	 1 0.7490196078431373	 1 330811 87119
 2358833	 0.04661017	 16595 45734 303290	 1 0.7490196078431373	 1 330811 87119
 2359327	 0.04661017	 16601 45745 303341	 1 0.7490196078431373	 1 330811 87119
 2359827	 0.04661017	 16605 45760 303392	 1 0.7490196078431373	 1 330811 87119
 2360355	 0.25	 16610 45777 303444	 1 0.7490196078431373	 1 330811 87119
 2360851	 0.25	 16614 45787 303490	 1 0.7490196078431373	 1 330811 87119
 2361352	 0.25	 16621 45798 303540	 1 0.7490196078431373	 1 330811 87119
 2361821	 0.04661017	 16626 45807 303589	 1 0.7490196078431373	 1 330811 87119
 2362360	 0.25	 16631 45822 303641	 1 0.7490196078431373	 1 330811 87119
 2362866	 0.033103812	 16641 45840 303695	 1 0.7490196078431373	 1 330811 87119
 2363324	 0.04661017	 16649 45852 303739	 1 0.7490196078431373	 1 330811 87119
 2363862	 0.25	 16654 45865 303791	 1 0.7490196078431373	 1 330811 87119
 2364325	 0.04661017	 16661 45874 303839	 1 0.7490196078431373	 1 330811 87119
 2364816	 0.105932206	 16668 45889 303886	 1 0.7490196078431373	 1 330811 87119
 2365364	 0.25	 16676 45903 303941	 1 0.7490196078431373	 1 330811 87119
 2365853	 0.25	 16682 45915 303990	 1 0.7490196078431373	 1 330811 87119
 2366353	 0.25	 16688 45926 304039	 1 0.7490196078431373	 1 330811 87119
 2366827	 0.04661017	 16693 45936 304089	 1 0.7490196078431373	 1 330811 87119
 2367352	 0.25	 16699 45950 304140	 1 0.7490196078431373	 1 330811 87119
 2367818	 0.04661017	 16703 45958 304187	 1 0.7490196078431373	 1 330811 87119
 2368364	 0.25	 16709 45974 304242	 1 0.7490196078431373	 1 330811 87119
 2368847	 0.25	 16715 45986 304290	 1 0.7490196078431373	 1 330811 87119
 2369345	 0.25	 16718 45997 304341	 1 0.7490196078431373	 1 330811 87119
 2369824	 0.04661017	 16723 46006 304390	 1 0.7490196078431373	 1 330811 87119
 2370343	 0.033103812	 16738 46026 304447	 1 0.7490196078431373	 1 330811 87119
 2370820	 0.04661017	 16743 46035 304491	 1 0.7490196078431373	 1 330811 87119
 2371351	 0.25	 16749 46049 304541	 1 0.7490196078431373	 1 330811 87119
 2371869	 0.25	 16757 46059 304592	 1 0.7490196078431373	 1 330811 87119
 2372325	 0.04661017	 16764 46068 304639	 1 0.7490196078431373	 1 330811 87119
 2372843	 0.033103812	 16776 46087 304695	 1 0.7490196078431373	 1 330811 87119
 2373323	 0.0720339	 16782 46099 304739	 1 0.7490196078431373	 1 330811 87119
 2373833	 0.033103812	 16789 46110 304789	 1 0.7490196078431373	 1 331796 87119
 2374352	 0.033103812	 16798 46127 304842	 1 0.7490196078431373	 1 331796 87119
 2374830	 0.033103812	 16807 46143 304889	 1 0.7490196078431373	 1 331796 87119
 2375344	 0.04661017	 16815 46156 304940	 1 0.7490196078431373	 1 331796 87119
 2375826	 0.04661017	 16821 46169 304988	 1 0.7490196078431373	 1 331796 87119
 2376352	 0.25	 16829 46182 305036	 1 0.7490196078431373	 1 331796 87119
 2376819	 0.04661017	 16836 46191 305085	 1 0.7490196078431373	 1 331796 87119
 2377353	 0.25	 16847 46207 305137	 1 0.7490196078431373	 1 331796 87119
 2377851	 0.25	 16852 46218 305187	 1 0.7490196078431373	 1 331796 87119
 2378323	 0.04661017	 16860 46228 305236	 1 0.7490196078431373	 1 331796 87119
 2378858	 0.25	 16865 46242 305287	 1 0.7490196078431373	 1 331796 87119
 2379323	 0.04661017	 16871 46251 305335	 1 0.7490196078431373	 1 331796 87119
 2379846	 0.25	 16880 46265 305387	 1 0.7490196078431373	 1 331796 87119
 2380351	 0.25	 16884 46275 305436	 1 0.7490196078431373	 1 331796 87119
 2380835	 0.033103812	 16893 46292 305489	 1 0.7490196078431373	 1 331796 87119
 2381353	 0.25	 16904 46307 305539	 1 0.7490196078431373	 1 331796 87119
 2381827	 0.04661017	 16907 46316 305587	 1 0.7490196078431373	 1 331796 87119
 2382352	 0.25	 16912 46330 305638	 1 0.7490196078431373	 1 331796 87119
 2382818	 0.04661017	 16917 46339 305687	 1 0.7490196078431373	 1 331796 87119
 2383309	 0.3898305	 16921 46345 305778	 1 0.7490196078431373	 1 331796 87119
 2383798	 0.5	 16924 46352 305874	 1 0.7490196078431373	 1 331796 87119
 2384296	 0.3898305	 16927 46360 305975	 1 0.7490196078431373	 1 331796 87119
 2384797	 0.33050847	 16937 46379 306070	 1 0.7490196078431373	 1 331796 87119
