up_time cpu_freq utime work_time total_time screen_on brightness wifi_on wifi_rx_bytes wifi_tx_bytes
 3004386	 0.27966103	 15816 46820 342615	 1 1.0	 0 0 384
 3004884	 0.5	 15857 46874 342711	 1 1.0	 0 0 384
 3005379	 0.3898305	 15869 46898 342810	 1 1.0	 0 0 384
 3005881	 0.27966103	 15889 46932 342912	 1 1.0	 0 0 384
 3006379	 0.27966103	 15904 46957 343018	 1 1.0	 0 0 384
 3006878	 0.5	 15910 46966 343118	 1 1.0	 0 0 384
 3007382	 0.27966103	 15935 47015 343235	 1 1.0	 0 0 384
 3007883	 0.5	 15952 47073 343327	 1 0.8392156862745098	 0 0 384
 3008378	 0.5	 15957 47183 343464	 1 0.4980392156862745	 0 0 384
 3008882	 0.42372882	 15961 47283 343588	 1 0.4980392156862745	 0 0 384
 3009379	 0.42372882	 15964 47383 343712	 1 0.4980392156862745	 0 0 384
 3009877	 0.42372882	 15973 47483 343835	 1 0.4980392156862745	 0 0 384
 3010377	 0.42372882	 15978 47583 343960	 1 0.4980392156862745	 0 0 384
 3010877	 0.42372882	 15983 47683 344084	 1 0.4980392156862745	 0 0 384
 3011377	 0.42372882	 15986 47783 344184	 1 0.4980392156862745	 0 0 384
 3011877	 0.5	 15988 47883 344284	 1 0.4980392156862745	 0 0 384
 3012377	 0.5	 15990 47983 344384	 1 0.4980392156862745	 0 0 384
 3012886	 0.42372882	 15992 48083 344484	 1 0.4980392156862745	 0 0 384
 3013380	 0.5	 15997 48183 344584	 1 0.4980392156862745	 0 0 384
 3013877	 0.42372882	 16000 48283 344709	 1 0.4980392156862745	 0 0 384
 3014378	 0.5	 16004 48383 344809	 1 0.4980392156862745	 0 0 384
 3014877	 0.42372882	 16008 48483 344934	 1 0.4980392156862745	 0 0 384
 3015386	 0.5	 16011 48584 345035	 1 0.4980392156862745	 0 0 384
 3015878	 0.5	 16016 48646 345133	 1 0.4980392156862745	 0 0 384
 3016377	 0.5	 16019 48746 345258	 1 0.4980392156862745	 0 0 384
 3016879	 0.42372882	 16024 48845 345357	 1 0.4980392156862745	 0 0 384
 3017377	 0.5	 16030 48945 345457	 1 0.4980392156862745	 0 0 384
 3017879	 0.5	 16032 49045 345594	 1 0.4980392156862745	 0 0 384
 3018380	 0.5	 16034 49145 345719	 1 0.4980392156862745	 0 0 384
 3018877	 0.5	 16038 49245 345844	 1 0.4980392156862745	 0 0 384
 3019381	 0.6737288	 16041 49346 345988	 1 0.4980392156862745	 0 0 384
 3019877	 0.42372882	 16044 49450 346119	 1 0.4980392156862745	 0 0 384
 3020377	 0.42372882	 16057 49514 346219	 1 0.8156862745098039	 0 0 384
 3020882	 0.27966103	 16060 49571 346320	 1 1.0	 0 0 384
 3021378	 0.5	 16074 49609 346421	 1 1.0	 0 0 384
 3021880	 0.28310382	 16080 49618 346524	 1 1.0	 0 0 384
 3022379	 0.34745762	 16087 49631 346622	 1 1.0	 0 0 384
 3022879	 0.27966103	 16091 49644 346714	 1 1.0	 0 0 384
 3023377	 0.3898305	 16097 49655 346807	 1 1.0	 0 0 384
 3023877	 0.5	 16126 49703 346906	 1 1.0	 0 0 384
 3024378	 0.42372882	 16142 49730 346999	 1 1.0	 0 0 384
 3024879	 0.3898305	 16161 49760 347094	 1 1.0	 0 0 384
 3025380	 0.3898305	 16171 49777 347189	 1 1.0	 0 0 384
