Time (s),Main Avg Power (mW)
0.2176,1554.490
0.2178,1554.490
0.2180,1567.060
0.2182,1544.015
0.2184,1538.281
0.2186,1518.513
0.2188,1531.445
0.2190,1541.920
0.2192,1537.730
0.2194,1552.395
0.2196,1527.437
0.2198,1510.675
0.2200,1550.300
0.2202,1541.920
0.2204,1535.635
0.2206,1510.675
0.2208,1517.323
0.2210,1548.205
0.2212,1544.015
0.2214,1863.566
0.2216,1820.555
0.2218,1512.590
0.2220,1539.825
0.2222,1537.913
0.2224,1531.445
0.2226,1483.260
0.2228,1489.545
0.2230,1535.635
0.2232,1508.400
0.2234,1537.730
0.2236,1550.300
0.2238,1564.965
0.2240,1588.010
0.2242,1585.915
0.2244,1736.730
0.2246,1634.295
0.2248,1573.533
0.2250,1760.010
0.2252,1611.055
0.2254,1641.696
0.2256,1707.425
0.2258,1564.965
0.2260,1604.961
0.2262,1678.095
0.2264,2033.363
0.2266,2034.488
0.2268,1703.438
0.2270,1679.789
0.2272,1608.576
0.2274,1594.295
0.2276,1558.680
0.2278,1554.119
0.2280,1638.290
0.2282,1615.438
0.2284,1558.680
0.2286,1544.015
0.2288,1558.680
0.2290,1560.961
0.2292,1558.680
0.2294,1565.152
0.2296,1535.635
0.2298,1544.015
0.2300,1575.440
0.2302,1571.250
0.2304,1556.585
0.2306,1537.730
0.2308,1535.269
0.2310,1546.294
0.2312,1539.825
0.2314,1845.140
0.2316,1870.835
0.2318,1556.585
0.2320,1598.676
0.2322,1590.105
0.2324,1592.390
0.2326,1560.775
0.2328,1564.965
0.2330,1613.150
0.2332,1598.485
0.2334,1577.535
0.2336,1581.348
0.2338,1730.470
0.2340,1759.800
0.2342,1747.230
0.2344,1972.101
0.2346,1612.765
0.2348,1646.670
0.2350,1588.010
0.2352,1571.250
0.2354,1697.558
0.2356,1766.085
0.2358,1728.994
0.2360,1741.153
0.2362,1854.075
0.2364,2198.966
0.2366,2155.755
0.2368,1893.880
0.2370,1833.125
0.2372,1807.985
0.2374,1766.085
0.2376,1652.955
0.2378,1728.375
0.2380,1716.010
0.2382,1757.705
0.2384,1820.772
0.2386,1751.629
0.2388,1710.132
0.2390,1724.185
0.2392,1709.520
0.2394,1675.600
0.2396,1669.715
0.2398,1650.466
0.2400,1699.045
0.2402,1724.185
0.2404,1734.660
0.2406,1724.185
0.2408,1728.581
0.2410,1751.420
0.2412,1736.962
0.2414,2046.428
0.2416,2032.150
0.2418,1728.375
0.2420,1744.719
0.2422,1801.915
0.2424,1776.560
0.2426,1703.235
0.2428,1709.520
0.2430,1736.755
0.2432,1703.235
0.2434,1694.855
0.2436,1694.855
0.2438,1701.140
0.2440,1711.615
0.2442,1699.045
0.2444,1872.398
0.2446,1707.629
0.2448,1678.095
0.2450,1724.391
0.2452,1726.280
0.2454,1707.425
0.2456,1696.545
0.2458,1705.330
0.2460,1716.010
0.2462,1703.235
0.2464,2029.654
0.2466,2007.010
0.2468,1690.665
0.2470,1717.490
0.2472,1745.135
0.2474,1709.724
0.2476,1655.050
0.2478,1678.095
0.2480,1724.391
0.2482,1697.152
0.2484,1726.280
0.2486,1724.185
0.2488,1713.710
0.2490,1761.895
0.2492,1745.135
0.2494,1743.248
0.2496,1722.090
0.2498,1732.772
0.2500,1747.230
0.2502,1749.325
0.2504,1749.325
0.2506,1711.615
0.2508,1745.343
0.2510,1755.610
0.2512,1755.819
0.2514,2104.635
0.2516,2180.895
0.2518,1767.758
0.2520,1724.391
0.2522,1713.710
0.2524,1720.200
0.2526,1678.095
0.2528,1682.285
0.2530,1722.090
0.2532,1778.655
0.2534,1868.740
0.2536,1804.010
0.2538,1728.581
0.2540,1650.860
0.2542,1659.240
0.2544,1910.640
0.2546,1669.715
0.2548,1673.505
0.2550,1673.905
0.2552,1671.810
0.2554,1624.206
0.2556,1667.620
0.2558,1615.438
0.2560,1571.250
0.2562,1531.445
0.2564,1832.123
0.2566,1833.344
0.2568,1550.300
0.2570,1590.105
0.2572,1619.628
0.2574,2063.083
0.2576,2321.537
0.2578,2278.080
0.2580,1650.860
0.2582,1678.095
0.2584,1881.310
0.2586,1944.160
0.2588,1936.473
0.2590,1651.057
0.2592,1600.580
0.2594,1598.676
0.2596,1565.152
0.2598,1575.628
0.2600,1571.250
0.2602,1554.490
0.2604,1539.825
0.2606,1520.970
0.2608,1514.685
0.2610,1541.552
0.2612,1533.723
0.2614,1827.358
0.2616,1906.677
0.2618,1529.350
0.2620,1556.585
0.2622,1550.300
0.2624,1548.759
0.2626,1516.961
0.2628,1525.160
0.2630,1560.775
0.2632,1550.485
0.2634,1548.205
0.2636,1531.445
0.2638,1531.445
0.2640,1560.961
0.2642,1516.780
0.2644,1705.268
0.2646,1569.717
0.2648,1506.305
0.2650,1560.775
0.2652,1585.915
0.2654,1569.155
0.2656,1550.300
0.2658,1562.870
0.2660,1590.295
0.2662,1575.628
0.2664,1875.165
0.2666,1908.545
0.2668,1558.680
0.2670,1579.630
0.2672,1588.010
0.2674,1587.631
0.2676,1552.580
0.2678,1552.395
0.2680,1560.961
0.2682,1545.741
0.2684,1533.540
0.2686,1514.685
0.2688,1521.151
0.2690,1541.920
0.2692,1543.647
0.2694,1554.675
0.2696,1529.350
0.2698,1510.495
0.2700,1546.110
0.2702,1546.110
0.2704,1533.174
0.2706,1510.675
0.2708,1514.685
0.2710,1554.675
0.2712,1541.920
0.2714,1824.825
0.2716,1854.075
0.2718,1510.675
0.2720,1539.825
0.2722,1533.540
0.2724,1535.635
0.2726,1487.450
0.2728,1487.450
0.2730,1527.255
0.2732,1512.590
0.2734,1541.920
0.2736,1550.485
0.2738,1554.675
0.2740,1585.536
0.2742,1591.820
0.2744,1784.940
0.2746,1548.205
0.2748,1550.485
0.2750,1585.915
0.2752,1588.010
0.2754,1579.630
0.2756,1548.205
0.2758,1554.490
0.2760,1569.155
0.2762,1548.205
0.2764,1824.825
0.2766,1847.790
0.2768,1521.151
0.2770,1552.395
0.2772,1547.836
0.2774,1535.635
0.2776,1510.495
0.2778,1514.685
0.2780,1546.294
