Time (s),Main Avg Power (mW)
0.0000,1359.331
0.0002,1405.745
0.0004,1395.770
0.0006,1968.848
0.0008,1407.504
0.0010,1365.614
0.0012,1399.460
0.0014,1388.985
0.0016,1378.674
0.0018,1368.198
0.0020,1359.817
0.0022,1399.460
0.0024,1380.605
0.0026,1355.627
0.0028,1338.705
0.0030,1338.705
0.0032,1420.919
0.0034,1405.745
0.0036,1399.460
0.0038,1405.745
0.0040,1393.341
0.0042,1420.410
0.0044,1416.220
0.0046,1420.410
0.0048,1399.627
0.0050,1381.545
0.0052,1636.195
0.0054,1428.790
0.0056,1996.344
0.0058,1441.876
0.0060,1401.722
0.0062,1408.008
0.0064,1382.700
0.0066,1368.525
0.0068,1351.436
0.0070,1346.764
0.0072,1389.151
0.0074,1381.099
0.0076,1372.389
0.0078,1357.560
0.0080,1355.465
0.0082,1395.436
0.0084,1378.510
0.0086,1359.817
0.0088,1372.716
0.0090,1343.055
0.0092,1388.985
0.0094,1387.055
0.0096,1370.130
0.0098,1347.085
0.0100,1344.990
0.0102,1388.985
0.0104,1372.225
0.0106,1969.553
0.0108,1378.510
0.0110,1334.197
0.0112,1382.812
0.0114,1429.302
0.0116,1358.046
0.0118,1372.225
0.0120,1376.415
0.0122,1437.170
0.0124,1435.075
0.0126,1397.532
0.0128,1379.004
0.0130,1394.937
0.0132,1420.410
0.0134,1414.631
0.0136,1403.650
0.0138,1412.030
0.0140,1384.960
0.0142,1414.631
0.0144,1414.294
0.0146,1382.865
0.0148,1344.669
0.0150,1509.660
0.0152,1418.315
0.0154,1387.055
0.0156,1945.784
0.0158,1399.627
0.0160,1350.953
0.0162,1386.890
0.0164,1378.510
0.0166,1376.579
0.0168,1521.515
0.0170,2287.009
0.0172,2241.115
0.0174,2022.472
0.0176,1539.825
0.0178,1401.555
0.0180,1783.483
0.0182,1832.688
0.0184,1993.676
0.0186,2454.168
0.0188,2087.367
0.0190,2069.860
0.0192,1906.450
0.0194,1374.320
0.0196,1372.716
0.0198,1479.070
0.0200,1812.391
0.0202,1934.356
0.0204,1414.125
0.0206,2068.135
0.0208,1502.115
0.0210,1382.700
0.0212,1407.504
0.0214,1393.175
0.0216,1386.890
0.0218,1372.389
0.0220,1365.940
0.0222,1399.627
0.0224,1408.344
0.0226,1378.510
0.0228,1347.246
0.0230,1340.480
0.0232,1370.293
0.0234,1353.531
0.0236,1332.420
0.0238,1330.325
0.0240,1336.610
0.0242,1363.845
0.0244,1366.103
0.0246,1347.567
0.0248,1326.135
0.0250,1323.250
0.0252,1674.105
0.0254,1355.627
0.0256,1877.263
0.0258,1437.170
0.0260,1336.610
0.0262,1374.320
0.0264,1345.150
0.0266,1336.610
0.0268,1322.103
0.0270,1317.755
0.0272,1363.845
0.0274,1336.610
0.0276,1324.198
0.0278,1305.185
0.0280,1420.410
0.0282,1355.465
0.0284,1357.722
0.0286,1370.130
0.0288,1370.130
0.0290,1389.151
0.0292,1401.555
0.0294,1397.865
0.0296,1370.130
0.0298,1353.047
0.0300,1359.655
0.0302,1417.977
0.0304,1397.532
0.0306,1915.018
0.0308,1466.675
0.0310,1355.465
0.0312,1366.103
0.0314,1349.180
0.0316,1338.705
0.0318,1332.579
0.0320,1330.325
0.0322,1371.898
0.0324,1351.436
0.0326,1332.102
0.0328,1324.040
0.0330,1328.230
0.0332,1374.320
0.0334,1357.722
0.0336,1349.180
0.0338,1340.480
0.0340,1349.180
0.0342,1367.708
0.0344,1361.912
0.0346,1351.275
0.0348,1334.515
0.0350,1464.055
0.0352,1445.722
0.0354,1364.333
0.0356,1881.458
0.0358,1416.220
0.0360,1339.184
0.0362,1359.817
0.0364,1341.280
0.0366,1355.465
0.0368,1363.845
0.0370,1359.655
0.0372,1401.555
0.0374,1401.722
0.0376,1374.320
0.0378,1361.750
0.0380,1378.510
0.0382,1420.410
0.0384,1387.055
0.0386,1376.579
0.0388,1376.579
0.0390,1384.795
0.0392,1401.722
0.0394,1391.246
0.0396,1355.465
0.0398,1330.325
0.0400,1324.198
0.0402,1368.525
0.0404,1347.246
0.0406,1871.416
0.0408,1439.265
0.0410,1340.960
0.0412,1376.415
0.0414,1347.085
0.0416,1343.055
0.0418,1328.230
0.0420,1324.040
0.0422,1361.750
0.0424,1349.341
0.0426,1338.865
0.0428,1330.325
0.0430,1332.420
0.0432,1357.560
0.0434,1343.376
0.0436,1330.484
0.0438,1320.323
0.0440,1326.293
0.0442,1336.610
0.0444,1342.895
0.0446,1403.650
0.0448,1912.735
0.0450,1808.201
0.0452,1829.938
0.0454,1867.759
0.0456,1990.487
0.0458,1762.516
0.0460,1738.850
0.0462,1376.908
0.0464,1368.035
0.0466,1380.605
0.0468,1405.745
0.0470,1386.890
0.0472,1418.484
0.0474,1418.315
0.0476,1437.341
0.0478,1621.530
0.0480,1667.222
0.0482,1708.036
0.0484,1464.405
0.0486,1353.370
0.0488,1340.800
0.0490,1325.818
0.0492,1416.220
0.0494,1357.560
0.0496,1321.945
0.0498,1300.995
0.0500,1307.280
0.0502,1357.560
0.0504,1334.515
0.0506,1838.850
0.0508,1439.437
0.0510,1311.470
0.0512,1340.960
0.0514,1334.674
0.0516,1332.579
0.0518,1311.470
0.0520,1303.090
0.0522,1349.180
0.0524,1334.674
0.0526,1292.769
0.0528,1286.483
0.0530,1296.495
0.0532,1353.370
0.0534,1341.280
0.0536,1351.759
0.0538,1338.705
0.0540,1340.800
0.0542,1374.320
0.0544,1369.803
0.0546,1366.103
0.0548,1340.960
0.0550,1453.221
0.0552,1452.008
0.0554,1366.103
0.0556,1864.233
0.0558,1472.785
0.0560,1353.370
0.0562,1355.465
0.0564,1330.325
0.0566,1320.323
0.0568,1298.900
0.0570,1292.615
0.0572,1336.610
0.0574,1324.198
0.0576,1315.660
0.0578,1304.874
0.0580,1309.375
0.0582,1338.865
0.0584,1319.850
0.0586,1309.375
0.0588,1303.090
0.0590,1292.615
0.0592,1344.990
0.0594,1330.008
0.0596,1454.434
0.0598,1403.315
0.0600,1292.307
0.0602,1334.674
0.0604,1311.626
0.0606,1818.099
0.0608,1395.436
0.0610,1292.615
0.0612,1315.660
0.0614,1290.520
0.0616,1300.995
0.0618,1315.660
0.0620,1326.135
0.0622,1390.748
0.0624,1376.908
0.0626,1344.990
0.0628,1332.420
0.0630,1342.895
0.0632,1368.035
0.0634,1357.560
0.0636,1359.655
0.0638,1351.275
0.0640,1327.913
0.0642,1376.415
0.0644,1353.531
0.0646,1311.470
0.0648,1292.769
0.0650,1296.805
0.0652,1550.300
0.0654,1330.325
0.0656,1818.099
0.0658,1422.675
0.0660,1300.995
0.0662,1330.325
0.0664,1321.945
0.0666,1326.135
0.0668,1407.504
0.0670,2069.860
0.0672,2062.710
0.0674,1456.025
0.0676,1315.660
0.0678,1305.185
0.0680,1313.565
0.0682,1349.180
0.0684,1332.420
0.0686,1322.103
0.0688,1313.565
0.0690,1309.063
0.0692,1320.323
0.0694,1319.535
0.0696,1328.706
0.0698,1290.520
0.0700,1311.470
0.0702,1384.795
0.0704,1355.465
0.0706,1863.566
0.0708,1495.830
0.0710,1349.180
0.0712,1378.674
0.0714,1365.940
0.0716,1366.103
0.0718,1342.895
0.0720,1330.325
0.0722,1384.795
0.0724,1376.415
0.0726,1353.370
0.0728,1328.230
0.0730,1313.565
0.0732,1342.895
0.0734,1319.850
0.0736,1311.470
0.0738,1298.900
0.0740,1296.805
0.0742,1332.420
0.0744,1347.085
0.0746,1328.230
0.0748,1292.615
0.0750,1411.113
0.0752,1418.484
0.0754,1324.198
0.0756,1820.196
0.0758,1600.771
0.0760,1309.375
0.0762,1340.800
0.0764,1324.040
0.0766,1307.436
0.0768,1292.769
0.0770,1288.118
0.0772,1328.388
0.0774,1317.755
0.0776,1284.235
0.0778,1274.216
0.0780,1273.760
0.0782,1315.660
0.0784,1324.198
0.0786,1347.246
0.0788,1338.705
0.0790,1340.800
0.0792,1378.510
0.0794,1380.605
0.0796,1342.895
0.0798,1328.230
0.0800,1336.610
0.0802,1389.151
0.0804,1365.940
0.0806,1859.817
0.0808,1479.600
0.0810,1326.135
0.0812,1344.990
0.0814,1319.850
0.0816,1313.565
0.0818,1301.461
0.0820,1307.280
0.0822,1343.055
0.0824,1326.293
0.0826,1303.245
0.0828,1300.995
0.0830,1300.995
0.0832,1340.800
0.0834,1332.420
0.0836,1328.230
0.0838,1317.755
0.0840,1300.685
0.0842,1344.990
0.0844,1344.990
0.0846,1317.755
0.0848,1311.470
0.0850,1311.470
0.0852,1564.965
0.0854,1332.420
0.0856,1822.076
0.0858,1430.544
0.0860,1305.652
0.0862,1324.198
0.0864,1307.280
0.0866,1338.705
0.0868,1332.579
0.0870,1338.385
0.0872,1374.320
0.0874,1368.035
0.0876,1344.990
0.0878,1336.291
0.0880,1357.560
0.0882,1384.960
0.0884,1353.370
0.0886,1355.465
0.0888,1351.275
0.0890,1336.291
0.0892,1376.579
0.0894,1384.795
0.0896,1328.706
0.0898,1303.090
0.0900,1300.685
0.0902,1338.865
0.0904,1319.850
0.0906,1806.968
0.0908,1449.913
0.0910,1313.252
0.0912,1347.085
0.0914,1328.388
0.0916,1317.912
0.0918,1305.185
0.0920,1298.590
0.0922,1343.055
0.0924,1319.535
0.0926,1311.626
0.0928,1305.185
0.0930,1305.185
0.0932,1332.420
0.0934,1311.470
0.0936,1307.280
0.0938,1290.674
0.0940,1292.615
0.0942,1305.185
0.0944,1309.375
0.0946,1311.940
0.0948,1257.000
0.0950,1403.228
0.0952,1435.075
0.0954,1348.858
0.0956,1849.333
0.0958,1506.305
0.0960,1342.895
0.0962,1361.912
0.0964,1361.750
0.0966,1349.180
0.0968,1332.579
0.0970,1342.895
0.0972,1389.482
0.0974,1353.531
0.0976,1332.420
0.0978,1324.040
0.0980,1294.710
0.0982,1328.230
0.0984,1324.040
0.0986,1323.724
0.0988,1311.470
0.0990,1292.307
0.0992,1332.579
0.0994,1328.388
0.0996,1315.660
0.0998,1298.900
0.1000,1307.280
0.1002,1357.560
0.1004,1330.484
0.1006,1808.632
0.1008,1466.675
0.1010,1309.375
0.1012,1340.800
0.1014,1334.197
0.1016,1332.420
0.1018,1309.531
0.1020,1304.874
0.1022,1349.180
0.1024,1334.993
0.1026,1288.425
0.1028,1282.140
0.1030,1313.252
0.1032,1336.769
0.1034,1340.800
0.1036,1357.560
0.1038,1334.515
0.1040,1338.705
0.1042,1363.845
0.1044,1376.415
0.1046,1370.293
0.1048,1340.800
0.1050,1342.575
0.1052,1594.295
0.1054,1363.845
0.1056,1836.315
0.1058,1506.485
0.1060,1347.246
0.1062,1355.465
0.1064,1332.420
0.1066,1320.007
0.1068,1296.805
0.1070,1294.401
0.1072,1338.705
0.1074,1319.850
0.1076,1311.470
0.1078,1307.436
0.1080,1309.531
0.1082,1336.610
0.1084,1319.850
0.1086,1311.470
0.1088,1298.900
0.1090,1290.212
0.1092,1330.325
0.1094,1332.420
0.1096,1334.515
0.1098,1290.674
0.1100,1294.710
0.1102,1330.801
0.1104,1313.565
0.1106,1791.439
0.1108,1430.885
0.1110,1294.864
0.1112,1307.280
0.1114,1290.520
0.1116,1298.900
0.1118,1307.280
0.1120,1327.913
