Time (s),Main Avg Power (mW)
0.0000,2254.489
0.0002,2312.880
0.0004,2290.108
0.0006,2210.225
0.0008,2247.935
0.0010,2197.131
0.0012,2197.131
0.0014,2273.346
0.0016,2289.835
0.0018,2470.005
0.0020,2502.326
0.0022,2448.470
0.0024,2455.633
0.0026,2445.157
0.0028,2430.200
0.0030,2440.966
0.0032,2436.485
0.0034,2438.871
0.0036,2465.815
0.0038,2417.630
0.0040,2407.155
0.0042,2428.395
0.0044,2438.580
0.0046,2377.825
0.0048,2540.049
0.0050,2589.729
0.0052,2394.585
0.0054,2555.900
0.0056,2451.150
0.0058,2481.368
0.0060,2545.425
0.0062,2409.250
0.0064,2420.014
0.0066,2411.633
0.0068,2392.490
0.0070,2320.706
0.0072,2359.815
0.0074,2452.028
0.0076,2133.022
0.0078,2666.935
0.0080,2646.932
0.0082,2565.810
0.0084,2620.219
0.0086,2623.879
0.0088,2539.443
0.0090,2621.783
0.0092,2601.990
0.0094,2615.496
0.0096,2705.613
0.0098,2634.252
0.0100,2614.560
0.0102,2677.729
0.0104,2673.539
0.0106,2673.539
0.0108,2673.220
0.0110,2615.496
0.0112,2665.662
0.0114,2669.030
0.0116,2690.943
0.0118,2601.990
0.0120,2644.837
0.0122,2623.253
0.0124,2656.777
0.0126,2590.278
0.0128,2684.015
0.0130,2628.071
0.0132,2583.688
0.0134,2611.305
0.0136,2609.209
0.0138,2614.560
0.0140,2706.740
0.0142,2704.968
0.0144,2669.986
0.0146,2681.600
0.0148,2651.124
0.0150,2697.230
0.0152,2675.315
0.0154,2706.740
0.0156,2646.301
0.0158,2654.365
0.0160,2694.170
0.0162,2696.265
0.0164,2734.954
0.0166,2644.837
0.0168,2616.967
0.0170,2727.690
0.0172,2715.120
0.0174,2604.625
0.0176,3015.065
0.0178,2973.480
0.0180,2743.795
0.0182,2697.072
0.0184,3100.970
0.0186,3175.061
0.0188,2810.819
0.0190,2811.071
0.0192,2961.295
0.0194,3204.402
0.0196,3045.851
0.0198,2690.301
0.0200,2607.653
0.0202,3166.678
0.0204,2789.443
0.0206,2707.709
0.0208,2639.179
0.0210,2453.245
0.0212,2812.497
0.0214,2734.438
0.0216,2572.660
0.0218,2572.712
0.0220,2556.205
0.0222,2655.949
0.0224,2185.346
0.0226,2534.384
0.0228,2011.200
0.0230,1728.581
0.0232,1934.377
0.0234,2264.155
0.0236,1855.727
0.0238,2074.792
0.0240,1811.160
0.0242,1883.405
0.0244,2531.666
0.0246,1816.365
0.0248,1894.558
0.0250,1800.249
0.0252,1805.890
0.0254,1974.668
0.0256,2477.793
0.0258,1800.249
0.0260,2237.460
0.0262,2583.135
0.0264,2638.549
0.0266,2607.653
0.0268,2566.375
0.0270,2596.015
0.0272,2672.081
0.0274,2608.586
0.0276,2621.783
0.0278,2555.900
0.0280,2570.565
0.0282,2547.520
0.0284,2609.831
0.0286,2532.855
0.0288,2570.872
0.0290,2596.634
0.0292,2674.177
0.0294,2560.090
0.0296,2646.932
0.0298,2708.835
0.0300,2753.816
0.0302,2736.858
0.0304,2754.925
0.0306,2704.645
0.0308,2696.265
0.0310,2748.968
0.0312,2744.450
0.0314,2737.511
0.0316,2675.634
0.0318,2648.080
0.0320,2640.645
0.0322,2840.419
0.0324,2478.385
0.0326,2641.795
0.0328,2778.738
0.0330,2788.013
0.0332,2782.492
0.0334,2740.587
0.0336,2741.241
0.0338,2740.260
0.0340,2764.294
0.0342,2640.015
0.0344,2702.550
0.0346,2632.158
0.0348,2715.120
0.0350,2686.752
0.0352,2911.330
0.0354,2704.000
0.0356,2696.587
0.0358,2516.996
0.0360,2775.650
0.0362,2954.302
0.0364,2678.369
0.0366,2698.360
0.0368,2493.943
0.0370,2511.306
0.0372,2671.125
0.0374,3273.562
0.0376,2553.765
0.0378,2621.158
0.0380,2623.782
0.0382,2738.165
0.0384,2664.969
0.0386,1997.726
0.0388,1952.773
0.0390,1961.622
0.0392,1985.586
0.0394,1997.250
0.0396,1989.300
0.0398,2046.815
0.0400,2149.726
0.0402,2170.420
0.0404,2122.235
0.0406,2089.463
0.0408,2074.050
0.0410,2103.380
0.0412,2104.133
0.0414,2218.605
0.0416,2505.919
0.0418,2078.240
0.0420,2113.350
0.0422,2273.075
0.0424,2146.048
0.0426,2040.773
0.0428,2044.720
0.0430,2175.907
0.0432,2361.347
0.0434,2300.310
0.0436,2287.194
0.0438,2344.585
0.0440,2380.204
0.0442,2350.590
0.0444,2350.590
0.0446,2298.489
0.0448,2343.049
0.0450,2371.823
0.0452,2394.585
0.0454,2367.350
0.0456,2335.925
0.0458,2306.595
0.0460,2329.640
0.0462,2296.120
0.0464,2419.725
0.0466,2665.794
0.0468,2304.775
0.0470,2323.632
0.0472,2338.020
0.0474,2352.124
0.0476,2417.918
0.0478,2312.880
0.0480,2357.156
0.0482,2740.260
0.0484,3027.275
0.0486,2941.731
0.0488,2775.875
0.0490,2601.990
0.0492,2325.450
0.0494,2317.070
0.0496,2280.176
0.0498,2338.020
0.0500,2323.355
0.0502,2324.187
0.0504,2279.360
0.0506,1987.206
0.0508,2170.420
0.0510,2213.358
0.0512,2432.295
0.0514,2207.603
0.0516,2256.584
0.0518,2390.395
0.0520,2536.440
0.0522,2552.014
0.0524,2205.509
0.0526,2365.255
0.0528,2086.122
0.0530,2289.651
0.0532,2120.140
0.0534,2132.710
0.0536,2777.970
0.0538,2100.783
0.0540,2199.750
0.0542,2096.595
0.0544,2102.376
0.0546,2171.715
0.0548,2736.070
0.0550,2094.500
0.0552,3011.706
0.0554,2081.933
0.0556,2120.140
0.0558,1684.380
0.0560,1261.340
0.0562,1252.810
0.0564,1372.225
0.0566,1783.058
0.0568,1252.810
0.0570,1248.620
0.0572,1238.145
0.0574,1268.964
0.0576,1778.655
0.0578,1215.100
0.0580,1236.050
0.0582,1221.531
0.0584,1219.290
0.0586,1664.819
0.0588,1439.437
0.0590,1014.101
0.0592,986.745
0.0594,1007.815
0.0596,1067.940
0.0598,1338.705
0.0600,1229.765
0.0602,1236.050
0.0604,1271.665
0.0606,1281.834
0.0608,1282.140
0.0610,1286.483
0.0612,1278.102
0.0614,1300.219
0.0616,1860.360
0.0618,1282.140
0.0620,1288.425
0.0622,1290.520
0.0624,1263.285
0.0626,1234.397
0.0628,1242.335
0.0630,1244.430
0.0632,1257.150
0.0634,1269.570
0.0636,1240.240
0.0638,1217.340
0.0640,1236.050
0.0642,1242.335
0.0644,1248.620
0.0646,1238.293
0.0648,1573.345
0.0650,2199.750
0.0652,2248.203
0.0654,2327.545
0.0656,1598.485
0.0658,1252.810
0.0660,1261.190
0.0662,1267.475
0.0664,1390.748
0.0666,1770.486
0.0668,1240.388
0.0670,1246.525
0.0672,1261.627
0.0674,2076.888
0.0676,2170.679
0.0678,2132.201
0.0680,2231.974
0.0682,2190.847
0.0684,2490.939
0.0686,2377.034
0.0688,2074.050
0.0690,2116.598
0.0692,2271.251
0.0694,2109.162
0.0696,2698.028
0.0698,2092.905
0.0700,2237.460
0.0702,2097.345
0.0704,2095.750
0.0706,2187.441
0.0708,2795.063
0.0710,2091.059
0.0712,3091.715
0.0714,2115.950
0.0716,2132.964
0.0718,2049.644
0.0720,2095.750
0.0722,2711.253
0.0724,2280.720
0.0726,2148.656
0.0728,1236.050
0.0730,1242.780
0.0732,1242.483
0.0734,1261.340
0.0736,1233.955
0.0738,1210.910
0.0740,1200.435
0.0742,1221.385
0.0744,1231.860
0.0746,1206.864
0.0748,1196.673
0.0750,1229.912
0.0752,1279.281
0.0754,1753.515
0.0756,986.745
0.0758,974.175
0.0760,1001.410
0.0762,991.371
0.0764,1510.135
0.0766,1720.200
0.0768,1221.531
0.0770,1244.430
0.0772,1309.375
0.0774,1344.017
0.0776,1280.045
0.0778,1261.190
0.0780,1265.531
0.0782,1269.570
0.0784,1284.235
0.0786,1282.140
0.0788,1257.150
