Time (s),Main Avg Power (mW)
0,5143.225
0.0002,5188.077
0.0004,5139.903
0.0006,5058.218
0.0008,5129.431
0.001,5102.202
0.0012,5118.958
0.0014,5125.242
0.0016,5101.325
0.0018,5065.71
0.002,5084.232
0.0022,5147.415
0.0024,5141.998
0.0026,5095.04
0.0028,5092.945
0.003,5072.879
0.0032,5130.655
0.0034,5124.37
0.0036,5131.525
0.0038,4946.295
0.004,5041.461
0.0042,5126.465
0.0044,5080.375
0.0046,5071.995
0.0048,5056.123
0.005,5044.76
0.0052,5087.541
0.0054,5074.974
0.0056,5016.328
0.0058,5099.23
0.006,5077.068
0.0062,5135.714
0.0064,5147.415
0.0066,5127.336
0.0068,5125.242
0.007,5124.37
0.0072,5146.187
0.0074,5127.336
0.0076,5124.37
0.0078,5101.325
0.008,5112.675
0.0082,5141.998
0.0084,5148.281
0.0086,5124.37
0.0088,5064.501
0.009,5085.446
0.0092,5113.895
0.0094,5085.446
0.0096,5058.218
0.0098,5066.596
0.01,5051.934
0.0102,5106.391
0.0104,5083.352
0.0106,5041.461
0.0108,5102.202
0.011,5051.934
0.0112,5109.705
0.0114,5091.729
0.0116,5086.66
0.0118,5059.425
0.012,5077.068
0.0122,5102.202
0.0124,5098.013
0.0126,5078.28
0.0128,5060.312
0.013,5055.235
0.0132,5105.515
0.0134,5068.69
0.0136,5092.945
0.0138,4977.72
0.014,5054.029
0.0142,5129.431
0.0144,5118.958
0.0146,5118.085
0.0148,5095.04
0.015,5094.702
0.0152,5127.336
0.0154,5110.58
0.0156,5068.69
0.0158,5127.336
0.016,5123.147
0.0162,5158.753
0.0164,5141.998
0.0166,5149.51
0.0168,5123.147
0.017,5116.864
0.0172,5139.035
0.0174,5128.56
0.0176,5097.135
0.0178,5088.755
0.018,5101.325
0.0182,5115.99
0.0184,5104.297
0.0186,5101.325
0.0188,5081.257
0.019,5092.945
0.0192,5126.465
0.0194,5118.085
0.0196,5077.068
0.0198,5062.407
0.02,5085.446
0.0202,5128.56
0.0204,5100.107
0.0206,5054.029
0.0208,5137.809
0.021,5064.501
0.0212,5091.729
0.0214,5104.297
0.0216,5083.352
0.0218,5049.84
0.022,5040.57
0.0222,5104.297
0.0224,5068.69
0.0226,5097.135
0.0228,5112.675
0.023,5116.864
0.0232,5154.564
0.0234,5156.659
0.0236,5132.75
0.0238,4914.87
0.024,5122.275
0.0242,5179.458
0.0244,5137.809
0.0246,5114.769
0.0248,5107.61
0.025,5104.297
0.0252,5136.94
0.0254,5116.864
0.0256,5045.651
0.0258,5106.391
0.026,5070.785
0.0262,5089.635
0.0264,5079.163
0.0266,5085.446
0.0268,5074.974
0.027,5071.995
0.0272,5100.107
0.0274,5090.85
0.0276,5080.375
0.0278,5056.123
0.028,5064.501
0.0282,5115.99
0.0284,5097.135
0.0286,5062.407
0.0288,5060.312
0.029,5058.218
0.0292,5122.275
0.0294,5088.755
0.0296,5076.185
0.0298,5081.257
0.03,5059.425
