Time (s),Main Avg Power (mW)
0.0000,1049.595
0.0002,1051.690
0.0004,1045.779
0.0006,1053.534
0.0008,1066.355
0.0010,1060.070
0.0012,1062.165
0.0014,1062.292
0.0016,1064.387
0.0018,1053.785
0.0020,1058.101
0.0022,1070.545
0.0024,1066.355
0.0026,1057.723
0.0028,1066.482
0.0030,1064.260
0.0032,1054.162
0.0034,1032.835
0.0036,1049.595
0.0038,1051.690
0.0040,1039.120
0.0042,1064.260
0.0044,1099.613
0.0046,1079.311
0.0048,1084.951
0.0050,1095.685
0.0052,1087.305
0.0054,1089.400
0.0056,1093.721
0.0058,1102.101
0.0060,1087.305
0.0062,1081.149
0.0064,1091.495
0.0066,1104.065
0.0068,1083.244
0.0070,1083.244
0.0072,1070.673
0.0074,1053.785
0.0076,1041.339
0.0078,1049.595
0.0080,1047.875
0.0082,1041.215
0.0084,1047.500
0.0086,1064.387
0.0088,1057.975
0.0090,1041.215
0.0092,1051.690
0.0094,1049.595
0.0096,1047.500
0.0098,1047.500
0.0100,1043.434
0.0102,1053.911
0.0104,1053.785
0.0106,1045.530
0.0108,1043.310
0.0110,1040.967
0.0112,1037.396
0.0114,1043.310
0.0116,1043.434
0.0118,1013.980
0.0120,1018.170
0.0122,1032.835
0.0124,1018.535
0.0126,1043.310
0.0128,1085.340
0.0130,1085.340
0.0132,1087.305
0.0134,1089.400
0.0136,1095.685
0.0138,1076.959
0.0140,1077.216
0.0142,1087.046
0.0144,1091.625
0.0146,1089.400
0.0148,1080.762
0.0150,1087.305
0.0152,1074.735
0.0154,1062.545
0.0156,1047.500
0.0158,1047.625
0.0160,1045.405
0.0162,1053.785
0.0164,1058.101
0.0166,1045.530
0.0168,1038.872
0.0170,1047.500
0.0172,1049.595
0.0174,1047.500
0.0176,1053.785
0.0178,1068.450
0.0180,1062.545
0.0182,1049.595
0.0184,1060.070
0.0186,1060.070
0.0188,1051.815
0.0190,1057.975
0.0192,1062.165
0.0194,1064.387
0.0196,1053.785
0.0198,1057.975
0.0200,1045.530
0.0202,1041.339
0.0204,1032.589
0.0206,1030.740
0.0208,1074.735
0.0210,1070.289
0.0212,1083.244
0.0214,1087.305
0.0216,1083.244
0.0218,1076.959
0.0220,1087.305
0.0222,1099.875
0.0224,1093.721
0.0226,1083.115
0.0228,1091.495
0.0230,1093.590
0.0232,1089.140
0.0234,1083.115
0.0236,1097.911
0.0238,1072.768
0.0240,1047.625
0.0242,1051.815
0.0244,1051.690
0.0246,1041.215
0.0248,1043.434
0.0250,1052.067
0.0252,1056.258
0.0254,1049.720
0.0256,1053.785
0.0258,1049.971
0.0260,1045.405
0.0262,1047.500
0.0264,1049.720
0.0266,1039.120
0.0268,1045.156
0.0270,1058.101
0.0272,1055.628
0.0274,1039.120
0.0276,1041.339
0.0278,1043.310
0.0280,1039.120
0.0282,1037.149
0.0284,1016.075
0.0286,1028.645
0.0288,1041.215
0.0290,1005.720
0.0292,1045.779
0.0294,1068.450
0.0296,1070.545
0.0298,1093.590
0.0300,1106.292
0.0302,1083.244
0.0304,1076.830
0.0306,1091.625
0.0308,1081.407
0.0310,1083.115
0.0312,1089.400
0.0314,1102.101
0.0316,1076.830
0.0318,1072.640
0.0320,1076.830
0.0322,1049.595
0.0324,1039.120
0.0326,1047.500
0.0328,1060.196
0.0330,1055.880
0.0332,1045.779
0.0334,1043.434
0.0336,1047.500
0.0338,1043.310
0.0340,1045.405
0.0342,1061.912
0.0344,1064.260
0.0346,1053.785
0.0348,1056.258
0.0350,1060.070
0.0352,1055.880
0.0354,1051.815
0.0356,1057.723
0.0358,1066.355
0.0360,1060.070
0.0362,1053.785
0.0364,1060.070
0.0366,1062.545
0.0368,1022.360
0.0370,1024.455
0.0372,1066.355
0.0374,1045.405
0.0376,1057.975
0.0378,1093.590
0.0380,1083.115
0.0382,1080.762
0.0384,1079.054
0.0386,1097.780
0.0388,1089.530
0.0390,1087.435
0.0392,1091.235
0.0394,1097.911
0.0396,1084.951
0.0398,1083.244
0.0400,1104.065
0.0402,1091.625
0.0404,1074.735
0.0406,1057.975
0.0408,1056.006
0.0410,1047.500
0.0412,1045.405
0.0414,1049.595
0.0416,1045.405
0.0418,1049.595
0.0420,1056.006
0.0422,1060.070
0.0424,1045.405
0.0426,1045.405
0.0428,1049.595
0.0430,1049.595
0.0432,1037.025
0.0434,1045.156
0.0436,1057.975
0.0438,1051.690
0.0440,1043.310
0.0442,1045.405
0.0444,1043.310
0.0446,1037.025
0.0448,1043.310
0.0450,1024.577
0.0452,1035.301
0.0454,1022.360
0.0456,1016.196
0.0458,1030.740
0.0460,1053.785
0.0462,1078.925
0.0464,1093.982
0.0466,1093.590
0.0468,1087.046
0.0470,1085.210
0.0472,1087.046
0.0474,1074.735
0.0476,1081.020
0.0478,1104.065
0.0480,1093.982
0.0482,1076.830
0.0484,1078.925
0.0486,1083.115
0.0488,1072.640
0.0490,1056.258
0.0492,1049.595
0.0494,1055.880
0.0496,1052.067
0.0498,1047.500
0.0500,1049.595
0.0502,1049.971
0.0504,1045.405
0.0506,1051.690
0.0508,1062.545
0.0510,1060.070
0.0512,1057.723
0.0514,1066.355
0.0516,1060.196
0.0518,1049.595
0.0520,1055.880
0.0522,1064.387
0.0524,1060.070
0.0526,1055.880
0.0528,1062.165
0.0530,1062.165
0.0532,1049.720
0.0534,1028.645
0.0536,1053.911
0.0538,1041.215
0.0540,1032.589
0.0542,1062.165
0.0544,1091.495
0.0546,1074.479
0.0548,1078.925
0.0550,1093.590
0.0552,1079.054
0.0554,1080.762
0.0556,1095.685
0.0558,1101.970
0.0560,1082.857
0.0562,1087.435
0.0564,1099.875
0.0566,1091.625
0.0568,1085.210
0.0570,1087.305
0.0572,1068.577
0.0574,1051.690
0.0576,1045.405
0.0578,1047.500
0.0580,1045.405
0.0582,1041.215
0.0584,1045.405
0.0586,1064.006
0.0588,1058.354
0.0590,1043.310
0.0592,1051.815
0.0594,1051.815
0.0596,1045.779
0.0598,1043.310
0.0600,1045.405
0.0602,1051.815
0.0604,1049.595
0.0606,1049.595
0.0608,1043.310
0.0610,1039.120
0.0612,1037.025
0.0614,1047.500
0.0616,1041.588
0.0618,1014.101
0.0620,1020.022
0.0622,1034.930
0.0624,1018.170
0.0626,1043.310
0.0628,1081.149
0.0630,1081.020
0.0632,1087.305
0.0634,1093.590
0.0636,1091.625
0.0638,1078.925
0.0640,1078.925
0.0642,1085.599
0.0644,1093.590
0.0646,1089.530
0.0648,1083.115
0.0650,1087.046
0.0652,1068.577
0.0654,1066.482
0.0656,1047.625
0.0658,1045.779
0.0660,1047.250
0.0662,1054.162
0.0664,1060.070
0.0666,1045.405
0.0668,1037.025
0.0670,1051.690
0.0672,1047.500
0.0674,1047.625
0.0676,1055.880
0.0678,1066.355
0.0680,1060.450
0.0682,1049.595
0.0684,1057.975
0.0686,1058.354
0.0688,1051.690
0.0690,1055.880
0.0692,1062.165
0.0694,1062.165
0.0696,1053.785
0.0698,1055.880
0.0700,1053.534
0.0702,1032.589
0.0704,1034.930
0.0706,1032.835
