Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
0.0304,121.500,485.514,3.996000
0.0306,135.000,539.595,3.997000
0.0308,147.500,589.779,3.998500
0.0310,148.000,591.482,3.996500
0.0312,138.500,553.654,3.997500
0.0314,138.500,553.446,3.996000
0.0316,139.500,557.512,3.996500
0.0318,142.000,567.219,3.994500
0.0320,148.500,593.035,3.993500
0.0322,137.000,547.246,3.994500
0.0324,136.500,545.249,3.994500
0.0326,141.500,565.505,3.996500
0.0328,128.500,513.615,3.997000
0.0330,132.500,529.602,3.997000
0.0332,130.000,519.610,3.997000
0.0334,129.000,515.484,3.996000
0.0336,127.000,507.556,3.996500
0.0338,126.000,503.496,3.996000
0.0340,125.000,499.563,3.996500
0.0342,123.500,493.444,3.995500
0.0344,127.000,507.429,3.995500
0.0346,131.000,523.542,3.996500
0.0348,132.000,527.538,3.996500
0.0350,128.500,513.550,3.996500
0.0352,137.500,549.588,3.997000
0.0354,126.500,505.620,3.997000
0.0356,128.000,511.552,3.996500
0.0358,128.000,511.552,3.996500
0.0360,125.500,501.498,3.996000
0.0362,130.000,519.220,3.994000
0.0364,133.500,533.266,3.994500
0.0366,133.500,533.266,3.994500
0.0368,131.000,523.542,3.996500
0.0370,129.000,515.549,3.996500
0.0372,132.000,527.538,3.996500
0.0374,131.500,525.540,3.996500
0.0376,133.500,533.599,3.997000
0.0378,132.500,529.470,3.996000
0.0380,132.500,529.404,3.995500
0.0382,134.500,537.260,3.994500
0.0384,137.000,547.452,3.996000
0.0386,136.000,543.524,3.996500
0.0388,127.000,507.429,3.995500
0.0390,130.000,519.545,3.996500
0.0392,132.000,527.604,3.997000
0.0394,135.500,541.594,3.997000
0.0396,135.000,539.595,3.997000
0.0398,135.000,539.460,3.996000
0.0400,135.500,541.526,3.996500
0.0402,132.500,529.470,3.996000
0.0404,128.500,513.422,3.995500
0.0406,130.500,521.413,3.995500
0.0408,132.500,529.139,3.993500
0.0410,136.000,543.388,3.995500
0.0412,138.500,553.446,3.996000
0.0414,137.500,549.656,3.997500
0.0416,130.000,519.610,3.997000
0.0418,126.500,505.684,3.997500
0.0420,132.500,529.536,3.996500
0.0422,133.500,533.533,3.996500
0.0424,132.500,529.536,3.996500
0.0426,156.000,623.064,3.994000
0.0428,162.000,647.028,3.994000
0.0430,154.500,617.459,3.996500
0.0432,148.500,593.480,3.996500
0.0434,140.000,558.600,3.990000
0.0436,161.000,643.437,3.996500
0.0438,213.500,853.253,3.996500
0.0440,229.500,917.197,3.996500
0.0442,226.500,905.207,3.996500
0.0444,233.500,933.767,3.999000
0.0446,275.500,1100.760,3.995500
0.0448,313.500,1252.589,3.995500
0.0450,322.500,1288.710,3.996000
0.0452,301.000,1202.344,3.994500
0.0454,298.000,1189.914,3.993000
0.0456,334.500,1336.495,3.995500
0.0458,306.000,1222.164,3.994000
0.0460,301.000,1202.947,3.996500
0.0462,311.500,1244.754,3.996000
0.0464,316.500,1263.785,3.993000
0.0466,314.000,1254.273,3.994500
0.0468,327.000,1306.529,3.995500
0.0470,317.000,1266.732,3.996000
0.0472,310.500,1242.155,4.000500
0.0474,302.500,1207.731,3.992500
0.0476,325.500,1299.884,3.993500
0.0478,326.000,1302.696,3.996000
0.0480,318.000,1270.728,3.996000
0.0482,315.000,1257.795,3.993000
0.0484,321.000,1282.556,3.995500
0.0486,324.000,1294.542,3.995500
0.0488,306.500,1225.234,3.997500
0.0490,318.000,1269.615,3.992500
0.0492,333.000,1330.834,3.996500
0.0494,319.500,1278.000,4.000000
0.0496,336.000,1342.152,3.994500
0.0498,325.000,1298.537,3.995500
0.0500,280.000,1118.740,3.995500
0.0502,233.000,930.719,3.994500
0.0504,234.000,935.181,3.996500
0.0506,224.500,897.663,3.998500
0.0508,223.500,893.218,3.996500
0.0510,227.000,906.638,3.994000
0.0512,235.000,938.943,3.995500
0.0514,229.500,917.082,3.996000
0.0516,215.500,861.246,3.996500
0.0518,230.500,921.654,3.998500
0.0520,221.000,882.784,3.994500
0.0522,231.000,922.961,3.995500
0.0524,229.000,915.084,3.996000
0.0526,227.500,909.318,3.997000
0.0528,235.500,941.058,3.996000
0.0530,244.500,977.389,3.997500
0.0532,243.500,973.148,3.996500
0.0534,242.500,969.273,3.997000
0.0536,240.000,957.840,3.991000
0.0538,242.000,967.032,3.996000
0.0540,247.000,987.135,3.996500
0.0542,247.000,987.012,3.996000
0.0544,245.500,981.141,3.996500
0.0546,243.500,972.174,3.992500
0.0548,248.000,990.264,3.993000
0.0550,250.000,999.375,3.997500
0.0552,250.500,1001.624,3.998500
0.0554,244.500,977.144,3.996500
0.0556,242.000,966.548,3.994000
0.0558,247.000,985.777,3.991000
0.0560,248.500,992.012,3.992000
0.0562,248.000,990.264,3.993000
0.0564,245.000,979.143,3.996500
0.0566,243.500,973.148,3.996500
0.0568,233.000,931.417,3.997500
0.0570,246.000,982.278,3.993000
0.0572,242.500,969.151,3.996500
0.0574,245.000,978.652,3.994500
0.0576,246.500,985.384,3.997500
0.0578,247.500,988.639,3.994500
0.0580,249.000,995.128,3.996500
0.0582,237.000,946.341,3.993000
0.0584,251.500,1004.617,3.994500
0.0586,242.000,967.153,3.996500
0.0588,244.500,977.266,3.997000
0.0590,243.000,970.906,3.995500
0.0592,237.000,947.171,3.996500
0.0594,238.000,951.048,3.996000
0.0596,244.000,975.146,3.996500
0.0598,227.500,909.204,3.996500
0.0600,224.500,897.102,3.996000
0.0602,228.000,910.404,3.993000
0.0604,225.500,900.647,3.994000
0.0606,229.500,916.738,3.994500
0.0608,232.500,929.186,3.996500
0.0610,229.000,915.198,3.996500
0.0612,223.500,893.218,3.996500
0.0614,229.500,917.197,3.996500
0.0616,228.000,911.202,3.996500
0.0618,224.500,897.214,3.996500
0.0620,219.000,875.124,3.996000
0.0622,226.500,904.981,3.995500
0.0624,231.500,925.074,3.996000
0.0626,223.500,893.106,3.996000
0.0628,241.000,963.036,3.996000
0.0630,237.500,948.931,3.995500
0.0632,213.500,853.146,3.996000
0.0634,216.000,863.028,3.995500
0.0636,229.500,917.197,3.996500
0.0638,242.500,969.394,3.997500
0.0640,232.000,927.188,3.996500
0.0642,232.500,928.721,3.994500
0.0644,221.500,885.114,3.996000
0.0646,231.500,925.074,3.996000
0.0648,240.000,958.920,3.995500
0.0650,237.500,948.456,3.993500
0.0652,256.500,1024.461,3.994000
0.0654,234.500,937.179,3.996500
0.0656,230.500,921.193,3.996500
0.0658,229.500,917.197,3.996500
0.0660,231.500,925.190,3.996500
0.0662,233.000,931.185,3.996500
0.0664,223.000,891.219,3.996500
0.0666,242.500,968.666,3.994500
0.0668,267.500,1068.930,3.996000
0.0670,220.000,878.790,3.994500
0.0672,211.000,842.734,3.994000
0.0674,239.500,957.042,3.996000
0.0676,229.000,915.198,3.996500
0.0678,227.000,907.206,3.996500
0.0680,225.500,901.211,3.996500
0.0682,222.000,887.223,3.996500
0.0684,218.000,871.237,3.996500
0.0686,223.000,891.219,3.996500
0.0688,226.500,905.207,3.996500
0.0690,232.000,926.376,3.993000
0.0692,249.500,996.877,3.995500
0.0694,240.000,958.440,3.993500
0.0696,236.000,943.056,3.996000
0.0698,241.000,963.036,3.996000
0.0700,239.500,957.162,3.996500
0.0702,231.000,923.076,3.996000
0.0704,250.000,998.875,3.995500
0.0706,253.000,1010.482,3.994000
0.0708,250.500,1000.247,3.993000
0.0710,242.000,966.911,3.995500
0.0712,243.000,970.542,3.994000
0.0714,232.500,928.721,3.994500
0.0716,230.500,920.617,3.994000
0.0718,228.500,912.629,3.994000
0.0720,228.000,911.088,3.996000
0.0722,232.500,929.186,3.996500
0.0724,241.500,965.276,3.997000
0.0726,237.500,950.119,4.000500
0.0728,225.500,901.211,3.996500
0.0730,229.500,916.967,3.995500
0.0732,232.000,927.420,3.997500
0.0734,227.000,906.979,3.995500
0.0736,239.000,954.685,3.994500
0.0738,230.500,921.308,3.997000
0.0740,237.000,946.696,3.994500
0.0742,243.500,973.148,3.996500
0.0744,237.000,947.645,3.998500
0.0746,233.000,931.301,3.997000
0.0748,232.000,927.072,3.996000
0.0750,235.000,939.177,3.996500
0.0752,236.000,942.112,3.992000
0.0754,252.000,1006.866,3.995500
0.0756,245.000,978.898,3.995500
0.0758,240.000,958.560,3.994000
0.0760,237.500,949.406,3.997500
0.0762,230.500,920.732,3.994500
0.0764,232.500,929.186,3.996500
0.0766,230.500,921.193,3.996500
0.0768,228.000,911.202,3.996500
0.0770,230.000,919.080,3.996000
0.0772,237.500,948.931,3.995500
0.0774,238.500,953.404,3.997500
0.0776,238.500,953.284,3.997000
0.0778,231.000,923.076,3.996000
0.0780,234.000,934.713,3.994500
0.0782,234.000,934.947,3.995500
0.0784,229.000,914.626,3.994000
0.0786,221.000,883.227,3.996500
0.0788,227.500,909.204,3.996500
0.0790,235.000,939.177,3.996500
0.0792,229.000,915.084,3.996000
0.0794,235.000,938.590,3.994000
0.0796,244.000,974.902,3.995500
0.0798,231.500,925.074,3.996000
0.0800,233.000,930.719,3.994500
0.0802,248.000,990.636,3.994500
0.0804,249.500,996.503,3.994000
0.0806,239.000,955.164,3.996500
0.0808,243.000,971.149,3.996500
0.0810,246.000,983.139,3.996500
0.0812,242.000,967.032,3.996000
0.0814,241.500,965.034,3.996000
0.0816,231.500,924.611,3.994000
0.0818,249.000,995.128,3.996500
0.0820,239.500,957.042,3.996000
0.0822,241.000,963.036,3.996000
0.0824,248.000,990.636,3.994500
0.0826,233.000,931.185,3.996500
0.0828,232.000,927.188,3.996500
0.0830,240.500,961.639,3.998500
0.0832,226.500,904.528,3.993500
0.0834,247.000,987.383,3.997500
0.0836,228.000,911.202,3.996500
0.0838,242.000,966.306,3.993000
0.0840,232.500,929.186,3.996500
0.0842,249.500,996.129,3.992500
0.0844,238.000,951.048,3.996000
0.0846,239.500,956.922,3.995500
0.0848,229.500,916.508,3.993500
0.0850,241.000,962.433,3.993500
0.0852,231.000,923.307,3.997000
0.0854,249.500,997.626,3.998500
0.0856,234.000,935.181,3.996500
0.0858,250.000,998.375,3.993500
0.0860,236.500,944.699,3.994500
0.0862,248.000,991.132,3.996500
0.0864,243.000,970.542,3.994000
0.0866,244.500,976.655,3.994500
0.0868,235.000,938.707,3.994500
0.0870,245.500,981.018,3.996000
0.0872,241.500,965.155,3.996500
0.0874,247.500,989.134,3.996500
0.0876,239.500,957.401,3.997500
0.0878,247.500,988.639,3.994500
0.0880,247.500,989.876,3.999500
0.0882,237.000,947.171,3.996500
0.0884,243.500,972.904,3.995500
0.0886,235.500,940.705,3.994500
0.0888,246.500,984.398,3.993500
0.0890,242.000,966.911,3.995500
0.0892,251.500,1005.120,3.996500
0.0894,240.000,959.160,3.996500
0.0896,243.500,973.635,3.998500
0.0898,241.500,964.672,3.994500
0.0900,248.500,993.627,3.998500
0.0902,243.000,970.906,3.995500
0.0904,249.500,997.002,3.996000
0.0906,254.000,1014.857,3.995500
0.0908,252.000,1005.606,3.990500
0.0910,251.500,1004.868,3.995500
0.0912,233.000,930.719,3.994500
0.0914,245.000,978.898,3.995500
0.0916,249.000,995.128,3.996500
0.0918,250.000,999.000,3.996000
0.0920,242.000,967.153,3.996500
0.0922,250.000,999.125,3.996500
0.0924,240.000,959.160,3.996500
0.0926,240.500,961.399,3.997500
0.0928,232.000,926.376,3.993000
0.0930,247.000,986.641,3.994500
0.0932,239.000,955.164,3.996500
0.0934,241.500,964.430,3.993500
0.0936,247.000,987.383,3.997500
0.0938,242.000,966.669,3.994500
0.0940,246.000,983.139,3.996500
0.0942,243.500,973.269,3.997000
0.0944,241.500,964.430,3.993500
0.0946,247.500,989.134,3.996500
0.0948,239.500,957.162,3.996500
0.0950,234.000,935.064,3.996000
0.0952,238.000,951.167,3.996500
0.0954,248.500,992.385,3.993500
0.0956,247.500,988.515,3.994000
0.0958,243.000,971.392,3.997500
0.0960,240.000,959.040,3.996000
0.0962,226.500,905.207,3.996500
0.0964,224.500,897.102,3.996000
0.0966,247.500,989.258,3.997000
0.0968,247.500,988.268,3.993000
0.0970,246.500,985.014,3.996000
0.0972,240.000,958.680,3.994500
0.0974,252.000,1006.992,3.996000
0.0976,242.500,969.030,3.996000
0.0978,245.500,980.404,3.993500
0.0980,252.500,1008.485,3.994000
0.0982,230.000,918.620,3.994000
0.0984,243.500,973.026,3.996000
0.0986,230.000,919.310,3.997000
0.0988,254.000,1015.111,3.996500
0.0990,249.500,997.251,3.997000
0.0992,244.500,976.044,3.992000
0.0994,232.500,928.954,3.995500
0.0996,237.000,947.052,3.996000
0.0998,227.000,906.751,3.994500
0.1000,240.500,961.279,3.997000
0.1002,244.500,977.144,3.996500
0.1004,242.000,967.879,3.999500
0.1006,236.000,943.410,3.997500
0.1008,240.000,959.160,3.996500
0.1010,234.000,935.064,3.996000
0.1012,241.000,962.674,3.994500
0.1014,227.500,908.635,3.994000
0.1016,240.500,960.918,3.995500
0.1018,243.000,971.149,3.996500
0.1020,233.500,932.716,3.994500
0.1022,229.500,916.967,3.995500
0.1024,227.500,908.976,3.995500
0.1026,227.500,909.204,3.996500
0.1028,238.500,953.165,3.996500
0.1030,253.000,1011.747,3.999000
0.1032,230.000,919.195,3.996500
0.1034,237.000,947.171,3.996500
0.1036,240.000,958.560,3.994000
0.1038,242.000,967.032,3.996000
0.1040,231.000,922.961,3.995500
0.1042,225.000,898.425,3.993000
0.1044,250.000,998.375,3.993500
0.1046,232.000,927.188,3.996500
0.1048,224.000,894.432,3.993000
0.1050,241.000,962.916,3.995500
0.1052,244.500,977.144,3.996500
0.1054,233.500,933.066,3.996000
0.1056,237.000,947.407,3.997500
0.1058,245.000,978.898,3.995500
0.1060,243.000,970.663,3.994500
0.1062,238.000,950.929,3.995500
0.1064,242.500,968.666,3.994500
0.1066,244.500,976.533,3.994000
0.1068,240.000,958.320,3.993000
0.1070,267.500,1069.733,3.999000
0.1072,236.000,942.938,3.995500
0.1074,244.500,976.900,3.995500
0.1076,236.000,942.702,3.994500
0.1078,235.000,939.060,3.996000
0.1080,239.500,957.042,3.996000
0.1082,242.500,968.424,3.993500
0.1084,243.500,972.904,3.995500
0.1086,242.500,968.302,3.993000
0.1088,249.000,994.880,3.995500
0.1090,238.500,953.046,3.996000
0.1092,235.500,941.176,3.996500
0.1094,237.500,949.050,3.996000
0.1096,237.000,947.171,3.996500
0.1098,234.500,937.062,3.996000
0.1100,234.000,934.596,3.994000
0.1102,246.000,983.139,3.996500
0.1104,237.000,946.578,3.994000
0.1106,231.500,924.727,3.994500
0.1108,217.000,867.132,3.996000
0.1110,121.000,483.335,3.994500
0.1112,123.500,493.691,3.997500
0.1114,120.000,479.580,3.996500
0.1116,121.000,483.697,3.997500
0.1118,120.500,481.458,3.995500
0.1120,123.000,491.569,3.996500
0.1122,122.000,487.573,3.996500
0.1124,120.000,479.580,3.996500
0.1126,187.000,748.935,4.005000
0.1128,118.000,471.528,3.996000
0.1130,118.000,471.528,3.996000
0.1132,128.500,513.486,3.996000
0.1134,129.000,515.549,3.996500
0.1136,123.500,493.691,3.997500
0.1138,130.000,519.610,3.997000
0.1140,132.500,529.602,3.997000
0.1142,131.500,525.540,3.996500
0.1144,132.000,527.604,3.997000
0.1146,119.000,475.345,3.994500
0.1148,122.500,489.510,3.996000
0.1150,121.000,483.456,3.995500
0.1152,126.500,505.431,3.995500
0.1154,134.000,535.665,3.997500
0.1156,124.500,497.440,3.995500
0.1158,125.500,501.812,3.998500
0.1160,120.500,481.638,3.997000
0.1162,121.000,483.819,3.998500
0.1164,120.000,479.520,3.996000
0.1166,119.500,477.343,3.994500
0.1168,122.000,487.512,3.996000
0.1170,123.500,493.444,3.995500
0.1172,123.500,493.506,3.996000
0.1174,120.000,479.280,3.994000
0.1176,121.500,485.575,3.996500
0.1178,121.500,485.575,3.996500
0.1180,122.000,487.634,3.997000
0.1182,120.500,481.096,3.992500
0.1184,224.000,894.992,3.995500
0.1186,226.000,903.209,3.996500
0.1188,225.500,900.760,3.994500
0.1190,223.500,892.994,3.995500
0.1192,225.000,898.763,3.994500
0.1194,235.500,940.705,3.994500
0.1196,236.000,942.938,3.995500
0.1198,236.000,942.938,3.995500
0.1200,237.500,949.287,3.997000
0.1202,239.000,955.164,3.996500
0.1204,225.500,901.211,3.996500
0.1206,226.000,905.130,4.005000
0.1208,132.500,529.536,3.996500
0.1210,120.000,479.580,3.996500
0.1212,114.500,457.256,3.993500
0.1214,119.000,475.465,3.995500
0.1216,120.000,479.520,3.996000
0.1218,122.000,487.573,3.996500
0.1220,120.500,481.578,3.996500
0.1222,124.500,497.564,3.996500
0.1224,122.500,489.816,3.998500
0.1226,179.000,716.090,4.000500
0.1228,115.000,459.598,3.996500
0.1230,191.000,763.141,3.995500
0.1232,184.500,737.170,3.995500
0.1234,182.500,729.361,3.996500
0.1236,184.500,736.985,3.994500
0.1238,168.000,671.412,3.996500
0.1240,129.500,517.482,3.996000
0.1242,110.500,441.613,3.996500
0.1244,115.500,461.538,3.996000
0.1246,116.000,463.826,3.998500
0.1248,113.500,453.603,3.996500
0.1250,120.000,479.640,3.997000
0.1252,123.500,493.444,3.995500
0.1254,117.500,469.354,3.994500
0.1256,107.000,427.625,3.996500
0.1258,107.500,429.301,3.993500
0.1260,110.000,439.615,3.996500
0.1262,109.000,435.400,3.994500
0.1264,110.000,439.725,3.997500
0.1266,113.500,453.603,3.996500
0.1268,114.500,457.828,3.998500
0.1270,109.500,437.672,3.997000
0.1272,109.500,437.562,3.996000
0.1274,109.000,435.673,3.997000
0.1276,107.000,427.519,3.995500
0.1278,109.000,435.510,3.995500
0.1280,107.500,429.355,3.994000
0.1282,110.000,439.560,3.996000
0.1284,109.000,435.618,3.996500
0.1286,109.000,435.618,3.996500
0.1288,109.000,435.728,3.997500
0.1290,105.000,419.527,3.995500
0.1292,97.500,389.902,3.999000
0.1294,95.000,379.715,3.997000
0.1296,112.000,447.552,3.996000
0.1298,118.000,471.351,3.994500
0.1300,113.000,451.548,3.996000
0.1302,116.500,465.534,3.996000
0.1304,117.000,467.181,3.993000
0.1306,120.000,479.520,3.996000
0.1308,118.500,473.585,3.996500
0.1310,115.000,459.655,3.997000
0.1312,107.000,427.679,3.997000
0.1314,107.500,429.624,3.996500
0.1316,109.500,437.562,3.996000
0.1318,113.000,451.548,3.996000
0.1320,112.000,447.608,3.996500
0.1322,109.500,437.398,3.994500
0.1324,109.500,437.343,3.994000
0.1326,132.000,527.934,3.999500
0.1328,109.000,435.618,3.996500
0.1330,133.000,531.534,3.996500
0.1332,150.500,601.398,3.996000
0.1334,155.000,619.612,3.997500
0.1336,155.000,619.535,3.997000
0.1338,154.500,617.459,3.996500
0.1340,154.000,615.384,3.996000
0.1342,152.500,609.390,3.996000
0.1344,151.500,605.318,3.995500
0.1346,152.500,609.161,3.994500
0.1348,151.500,605.167,3.994500
0.1350,164.500,656.931,3.993500
0.1352,177.000,707.469,3.997000
0.1354,168.500,673.410,3.996500
0.1356,134.000,535.799,3.998500
0.1358,111.000,443.667,3.997000
0.1360,113.500,453.489,3.995500
0.1362,114.000,455.601,3.996500
0.1364,115.500,461.480,3.995500
0.1366,115.500,461.654,3.997000
0.1368,115.000,459.483,3.995500
0.1370,117.000,467.298,3.994000
0.1372,118.500,473.585,3.996500
0.1374,118.000,471.823,3.998500
0.1376,110.500,441.834,3.998500
0.1378,110.500,441.613,3.996500
0.1380,114.000,455.373,3.994500
0.1382,119.000,475.643,3.997000
0.1384,126.000,503.622,3.997000
0.1386,115.000,459.598,3.996500
0.1388,117.000,467.298,3.994000
0.1390,113.500,453.319,3.994000
0.1392,109.000,435.564,3.996000
0.1394,112.500,449.663,3.997000
0.1396,112.000,447.608,3.996500
0.1398,118.500,473.585,3.996500
0.1400,119.000,475.643,3.997000
0.1402,122.000,487.878,3.999000
0.1404,112.500,449.606,3.996500
0.1406,106.000,423.417,3.994500
0.1408,114.500,457.485,3.995500
0.1410,114.000,455.544,3.996000
0.1412,115.500,461.654,3.997000
0.1414,114.000,455.544,3.996000
0.1416,121.500,485.514,3.996000
0.1418,120.000,479.580,3.996500
0.1420,111.500,445.721,3.997500
0.1422,107.000,427.893,3.999000
0.1424,107.000,427.358,3.994000
0.1426,152.000,607.468,3.996500
0.1428,154.500,617.459,3.996500
0.1430,135.000,539.393,3.995500
0.1432,142.000,567.503,3.996500
0.1434,132.500,529.271,3.994500
0.1436,134.000,535.531,3.996500
0.1438,121.000,483.577,3.996500
0.1440,104.500,417.843,3.998500
0.1442,102.000,407.745,3.997500
0.1444,103.000,411.742,3.997500
0.1446,105.000,419.685,3.997000
0.1448,107.500,429.677,3.997000
0.1450,104.500,417.582,3.996000
0.1452,105.000,419.633,3.996500
0.1454,104.500,417.843,3.998500
0.1456,94.500,377.669,3.996500
0.1458,94.500,377.575,3.995500
0.1460,102.500,409.641,3.996500
0.1462,113.500,453.603,3.996500
0.1464,111.500,445.721,3.997500
0.1466,114.500,457.714,3.997500
0.1468,117.000,467.707,3.997500
0.1470,113.000,451.548,3.996000
0.1472,113.500,453.489,3.995500
0.1474,112.000,447.608,3.996500
0.1476,104.000,415.532,3.995500
0.1478,101.500,405.543,3.995500
0.1480,101.500,405.594,3.996000
0.1482,107.000,427.625,3.996500
0.1484,108.500,433.674,3.997000
0.1486,107.500,429.893,3.999000
0.1488,101.500,405.645,3.996500
0.1490,102.500,409.641,3.996500
0.1492,102.500,409.641,3.996500
0.1494,102.000,407.592,3.996000
0.1496,100.500,401.598,3.996000
0.1498,102.500,409.385,3.994000
0.1500,107.000,427.572,3.996000
0.1502,108.000,431.730,3.997500
0.1504,105.000,419.633,3.996500
0.1506,100.500,401.648,3.996500
0.1508,103.000,411.691,3.997000
0.1510,104.500,417.739,3.997500
0.1512,104.000,415.636,3.996500
0.1514,106.000,423.682,3.997000
0.1516,105.000,419.527,3.995500
0.1518,110.000,439.560,3.996000
0.1520,108.000,431.514,3.995500
0.1522,107.500,429.570,3.996000
0.1524,106.000,423.629,3.996500
0.1526,105.500,421.420,3.994500
0.1528,110.000,439.670,3.997000
0.1530,110.000,439.670,3.997000
0.1532,111.500,445.665,3.997000
0.1534,107.000,427.625,3.996500
0.1536,111.500,445.554,3.996000
0.1538,113.000,451.604,3.996500
