Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
0.0450,139.000,555.513,3.996500
0.0452,148.500,593.406,3.996000
0.0454,144.500,577.783,3.998500
0.0456,150.500,601.473,3.996500
0.0458,144.500,577.494,3.996500
0.0460,143.500,573.498,3.996500
0.0462,138.000,551.448,3.996000
0.0464,115.000,459.483,3.995500
0.0466,104.500,417.425,3.994500
0.0468,107.500,429.247,3.993000
0.0470,110.500,441.392,3.994500
0.0472,116.500,465.592,3.996500
0.0474,105.000,419.895,3.999000
0.0476,105.000,419.580,3.996000
0.0478,124.500,497.564,3.996500
0.0480,136.000,543.524,3.996500
0.0482,146.000,583.635,3.997500
0.0484,144.000,575.208,3.994500
0.0486,145.500,581.127,3.994000
0.0488,154.000,615.384,3.996000
0.0490,143.000,571.142,3.994000
0.0492,146.500,585.121,3.994000
0.0494,157.500,629.449,3.996500
0.0496,209.500,837.057,3.995500
0.0498,224.500,897.326,3.997000
0.0500,204.000,815.082,3.995500
0.0502,186.000,743.442,3.997000
0.0504,197.500,789.111,3.995500
0.0506,207.000,827.172,3.996000
0.0508,187.500,749.156,3.995500
0.0510,186.000,742.977,3.994500
0.0512,200.500,800.897,3.994500
0.0514,201.500,805.194,3.996000
0.0516,180.500,721.368,3.996500
0.0518,195.500,781.707,3.998500
0.0520,206.500,825.794,3.999000
0.0522,188.500,753.340,3.996500
0.0524,183.000,731.359,3.996500
0.0526,201.000,803.297,3.996500
0.0528,203.000,811.797,3.999000
0.0530,180.500,721.368,3.996500
0.0532,187.500,748.969,3.994500
0.0534,208.000,830.752,3.994000
0.0536,209.000,835.164,3.996000
0.0538,184.500,736.801,3.993500
0.0540,208.000,831.272,3.996500
0.0542,200.000,798.900,3.994500
0.0544,188.000,751.436,3.997000
0.0546,208.000,831.272,3.996500
0.0548,187.500,749.344,3.996500
0.0550,159.000,635.284,3.995500
0.0552,153.500,613.386,3.996000
0.0554,161.000,643.597,3.997500
0.0556,144.500,577.494,3.996500
0.0558,151.000,603.396,3.996000
0.0560,143.500,573.498,3.996500
0.0562,138.000,551.655,3.997500
0.0564,142.000,566.935,3.992500
0.0566,148.500,593.555,3.997000
0.0568,149.500,597.477,3.996500
0.0570,160.500,641.037,3.994000
0.0572,156.000,623.454,3.996500
0.0574,146.000,583.489,3.996500
0.0576,136.500,545.522,3.996500
0.0578,139.500,557.233,3.994500
0.0580,143.500,573.498,3.996500
0.0582,143.500,573.498,3.996500
0.0584,155.000,619.458,3.996500
0.0586,154.000,615.538,3.997000
0.0588,146.500,585.487,3.996500
0.0590,135.500,541.526,3.996500
0.0592,146.500,585.414,3.996000
0.0594,153.500,613.386,3.996000
0.0596,146.000,583.489,3.996500
0.0598,145.000,579.348,3.995500
0.0600,150.500,601.323,3.995500
0.0602,149.500,597.477,3.996500
0.0604,141.000,563.507,3.996500
0.0606,138.500,553.654,3.997500
0.0608,137.500,549.519,3.996500
0.0610,140.500,561.578,3.997000
0.0612,137.500,549.588,3.997000
0.0614,137.000,547.452,3.996000
0.0616,145.000,578.985,3.993000
0.0618,150.000,599.100,3.994000
0.0620,152.000,607.392,3.996000
0.0622,143.000,571.428,3.996000
0.0624,139.500,557.442,3.996000
0.0626,118.500,473.645,3.997000
0.0628,106.500,425.681,3.997000
0.0630,106.500,425.840,3.998500
0.0632,107.000,427.679,3.997000
0.0634,110.000,439.615,3.996500
0.0636,108.000,431.622,3.996500
0.0638,106.500,425.574,3.996000
0.0640,104.500,417.948,3.999500
0.0642,118.500,473.585,3.996500
0.0644,131.500,525.211,3.994000
0.0646,139.500,557.512,3.996500
0.0648,146.500,585.560,3.997000
0.0650,147.500,590.000,4.000000
0.0652,148.500,593.777,3.998500
0.0654,146.500,585.780,3.998500
0.0656,144.500,577.566,3.997000
0.0658,153.500,613.539,3.997000
0.0660,149.500,596.953,3.993000
0.0662,226.500,905.094,3.996000
0.0664,216.000,863.028,3.995500
0.0666,199.000,795.304,3.996500
0.0668,185.000,738.705,3.993000
0.0670,205.500,821.486,3.997500
0.0672,214.000,854.502,3.993000
0.0674,180.000,719.280,3.996000
0.0676,191.500,765.330,3.996500
0.0678,201.500,805.295,3.996500
0.0680,196.500,785.312,3.996500
0.0682,181.000,723.185,3.995500
0.0684,203.000,810.579,3.993000
0.0686,207.000,826.758,3.994000
0.0688,185.500,741.258,3.996000
0.0690,185.000,739.352,3.996500
0.0692,202.500,809.291,3.996500
0.0694,204.000,815.184,3.996000
0.0696,180.000,719.370,3.996500
0.0698,193.000,771.325,3.996500
0.0700,207.000,827.276,3.996500
0.0702,196.000,783.216,3.996000
0.0704,186.500,745.347,3.996500
0.0706,208.000,831.064,3.995500
0.0708,196.500,785.312,3.996500
0.0710,189.000,754.961,3.994500
0.0712,208.000,830.856,3.994500
0.0714,188.500,753.340,3.996500
0.0716,157.500,629.606,3.997500
0.0718,151.500,605.394,3.996000
0.0720,162.500,649.350,3.996000
0.0722,147.000,587.485,3.996500
0.0724,150.000,599.325,3.995500
0.0726,136.500,545.249,3.994500
0.0728,142.500,569.145,3.994000
0.0730,151.000,603.396,3.996000
0.0732,154.000,615.461,3.996500
0.0734,166.000,663.419,3.996500
0.0736,155.500,621.611,3.997500
0.0738,151.500,605.773,3.998500
0.0740,145.000,579.783,3.998500
0.0742,145.500,581.782,3.998500
0.0744,141.000,563.507,3.996500
0.0746,142.000,567.006,3.993000
0.0748,153.000,611.159,3.994500
0.0750,154.500,617.382,3.996000
0.0752,148.500,593.406,3.996000
0.0754,137.000,547.452,3.996000
0.0756,143.000,571.428,3.996000
0.0758,153.500,613.463,3.996500
0.0760,157.500,630.000,4.000000
0.0762,148.000,591.630,3.997500
0.0764,147.000,587.412,3.996000
0.0766,152.000,607.468,3.996500
0.0768,148.000,591.556,3.997000
0.0770,135.500,541.458,3.996000
0.0772,138.000,551.172,3.994000
0.0774,136.500,545.249,3.994500
0.0776,138.500,553.377,3.995500
0.0778,138.500,553.515,3.996500
0.0780,141.000,563.366,3.995500
0.0782,147.500,589.557,3.997000
0.0784,145.500,581.418,3.996000
0.0786,153.000,611.541,3.997000
0.0788,144.500,577.566,3.997000
0.0790,140.000,559.440,3.996000
0.0792,118.500,473.467,3.995500
0.0794,106.000,423.523,3.995500
0.0796,108.500,433.620,3.996500
0.0798,109.500,437.672,3.997000
0.0800,107.000,427.732,3.997500
0.0802,106.000,423.841,3.998500
0.0804,106.000,423.629,3.996500
0.0806,113.000,450.983,3.991000
0.0808,127.500,509.554,3.996500
0.0810,136.500,545.522,3.996500
0.0812,145.500,581.200,3.994500
0.0814,149.000,595.479,3.996500
0.0816,151.000,603.471,3.996500
0.0818,147.000,587.339,3.995500
0.0820,143.000,571.428,3.996000
0.0822,153.000,611.464,3.996500
0.0824,157.000,626.979,3.993500
0.0826,238.000,951.167,3.996500
0.0828,212.500,849.362,3.997000
0.0830,191.500,765.138,3.995500
0.0832,186.000,743.349,3.996500
0.0834,213.000,851.148,3.996000
0.0836,199.000,795.304,3.996500
0.0838,180.500,721.549,3.997500
0.0840,197.000,787.212,3.996000
0.0842,206.500,824.864,3.994500
0.0844,190.500,761.428,3.997000
0.0846,178.000,710.932,3.994000
0.0848,206.000,823.279,3.996500
0.0850,204.000,814.674,3.993500
0.0852,187.000,747.159,3.995500
0.0854,191.000,762.663,3.993000
0.0856,233.500,932.716,3.994500
0.0858,229.500,917.197,3.996500
0.0860,210.000,839.475,3.997500
0.0862,229.000,915.198,3.996500
0.0864,234.000,935.064,3.996000
0.0866,215.500,861.030,3.995500
0.0868,215.500,861.138,3.996000
0.0870,233.500,933.299,3.997000
0.0872,225.000,899.775,3.999000
0.0874,213.000,851.255,3.996500
0.0876,230.000,919.885,3.999500
0.0878,220.000,879.340,3.997000
0.0880,166.000,663.336,3.996000
0.0882,153.500,613.156,3.994500
0.0884,145.500,581.418,3.996000
0.0886,151.500,605.470,3.996500
0.0888,155.000,619.535,3.997000
0.0890,145.000,579.638,3.997500
0.0892,139.000,555.513,3.996500
0.0894,143.500,573.354,3.995500
0.0896,148.000,591.482,3.996500
0.0898,150.000,599.400,3.996000
0.0900,150.500,601.473,3.996500
0.0902,153.000,611.388,3.996000
0.0904,143.500,573.211,3.994500
0.0906,138.000,551.448,3.996000
0.0908,144.000,575.496,3.996500
0.0910,142.000,567.503,3.996500
0.0912,143.500,573.498,3.996500
0.0914,144.500,577.494,3.996500
0.0916,146.500,585.487,3.996500
0.0918,149.000,595.628,3.997500
0.0920,141.000,563.507,3.996500
0.0922,141.000,563.224,3.994500
0.0924,139.000,555.444,3.996000
0.0926,138.000,551.379,3.995500
0.0928,140.000,559.510,3.996500
0.0930,142.500,569.501,3.996500
0.0932,143.500,573.498,3.996500
0.0934,143.500,573.857,3.999000
0.0936,135.000,539.797,3.998500
0.0938,130.500,521.543,3.996500
0.0940,131.500,525.474,3.996000
0.0942,133.500,533.533,3.996500
0.0944,133.500,533.399,3.995500
0.0946,138.500,553.515,3.996500
0.0948,134.500,537.529,3.996500
0.0950,130.000,519.415,3.995500
0.0952,135.000,539.528,3.996500
0.0954,136.000,543.660,3.997500
0.0956,131.500,525.408,3.995500
0.0958,142.000,567.858,3.999000
0.0960,140.500,561.508,3.996500
0.0962,145.000,579.492,3.996500
0.0964,139.500,557.581,3.997000
0.0966,127.000,507.302,3.994500
0.0968,124.000,495.194,3.993500
0.0970,119.000,475.583,3.996500
0.0972,117.000,467.591,3.996500
0.0974,123.000,491.569,3.996500
0.0976,132.500,529.669,3.997500
0.0978,133.500,533.666,3.997500
0.0980,133.000,531.534,3.996500
0.0982,138.500,553.515,3.996500
0.0984,138.500,553.584,3.997000
0.0986,134.500,537.462,3.996000
0.0988,138.000,551.448,3.996000
0.0990,128.500,513.422,3.995500
0.0992,128.500,513.550,3.996500
0.0994,124.000,495.504,3.996000
0.0996,128.500,513.550,3.996500
0.0998,136.000,543.864,3.999000
0.1000,133.000,531.601,3.997000
0.1002,128.500,513.615,3.997000
0.1004,123.500,493.568,3.996500
0.1006,126.000,503.559,3.996500
0.1008,126.500,505.494,3.996000
0.1010,127.000,507.492,3.996000
0.1012,125.500,501.435,3.995500
0.1014,128.000,511.296,3.994500
0.1016,131.000,523.476,3.996000
0.1018,131.500,525.540,3.996500
0.1020,127.500,509.617,3.997000
0.1022,127.500,509.617,3.997000
0.1024,124.000,495.628,3.997000
0.1026,128.000,511.680,3.997500
0.1028,130.500,521.543,3.996500
0.1030,131.000,523.542,3.996500
0.1032,130.500,521.413,3.995500
0.1034,135.000,539.460,3.996000
0.1036,132.500,529.470,3.996000
0.1038,132.500,529.536,3.996500
0.1040,129.500,517.612,3.997000
0.1042,131.000,523.411,3.995500
0.1044,135.000,539.595,3.997000
0.1046,135.500,541.526,3.996500
0.1048,134.500,537.596,3.997000
0.1050,132.500,529.536,3.996500
0.1052,135.500,541.526,3.996500
0.1054,135.500,541.526,3.996500
0.1056,141.000,563.154,3.994000
0.1058,143.500,573.426,3.996000
0.1060,148.500,593.109,3.994000
0.1062,148.500,593.629,3.997500
0.1064,152.000,607.772,3.998500
0.1066,143.000,571.571,3.997000
0.1068,150.500,601.473,3.996500
0.1070,138.000,551.379,3.995500
0.1072,154.500,617.305,3.995500
0.1074,157.000,627.372,3.996000
0.1076,156.500,625.452,3.996500
0.1078,144.500,577.133,3.994000
0.1080,153.000,611.464,3.996500
0.1082,147.500,589.484,3.996500
0.1084,144.000,574.992,3.993000
0.1086,143.500,573.641,3.997500
0.1088,144.500,577.494,3.996500
0.1090,151.500,605.470,3.996500
0.1092,148.500,593.777,3.998500
0.1094,149.000,595.479,3.996500
0.1096,148.500,593.332,3.995500
0.1098,151.500,605.318,3.995500
0.1100,135.500,541.390,3.995500
0.1102,137.000,547.041,3.993000
0.1104,135.500,541.526,3.996500
0.1106,132.000,527.604,3.997000
0.1108,140.500,561.508,3.996500
0.1110,141.000,563.577,3.997000
0.1112,148.000,591.482,3.996500
0.1114,134.000,535.531,3.996500
0.1116,136.500,545.454,3.996000
0.1118,135.000,539.393,3.995500
0.1120,142.000,567.503,3.996500
0.1122,137.500,549.450,3.996000
0.1124,142.000,567.361,3.995500
0.1126,147.000,587.339,3.995500
0.1128,158.500,633.445,3.996500
0.1130,148.500,593.555,3.997000
0.1132,138.000,551.517,3.996500
0.1134,132.500,529.470,3.996000
0.1136,132.000,527.274,3.994500
0.1138,139.500,557.651,3.997500
0.1140,147.000,587.485,3.996500
0.1142,144.500,577.133,3.994000
0.1144,148.000,590.964,3.993000
0.1146,153.500,613.309,3.995500
0.1148,148.000,591.408,3.996000
0.1150,144.000,575.496,3.996500
0.1152,154.000,615.538,3.997000
0.1154,167.500,669.246,3.995500
0.1156,245.500,981.386,3.997500
0.1158,239.000,954.566,3.994000
0.1160,223.000,891.219,3.996500
0.1162,216.500,864.809,3.994500
0.1164,239.500,956.443,3.993500
0.1166,236.500,945.054,3.996000
0.1168,216.000,864.000,4.000000
0.1170,225.500,901.098,3.996000
0.1172,229.000,915.084,3.996000
0.1174,220.500,881.118,3.996000
0.1176,209.000,835.268,3.996500
0.1178,237.500,949.763,3.999000
0.1180,229.500,916.738,3.994500
0.1182,213.000,851.255,3.996500
0.1184,220.000,879.120,3.996000
0.1186,232.000,926.956,3.995500
0.1188,225.500,901.211,3.996500
0.1190,207.000,827.172,3.996000
0.1192,221.500,885.225,3.996500
0.1194,240.000,959.280,3.997000
0.1196,215.000,859.247,3.996500
0.1198,212.000,847.364,3.997000
0.1200,232.000,927.188,3.996500
0.1202,221.500,885.003,3.995500
0.1204,218.000,871.346,3.997000
0.1206,235.500,940.940,3.995500
0.1208,216.500,865.892,3.999500
0.1210,158.000,631.447,3.996500
0.1212,153.500,613.463,3.996500
0.1214,162.000,647.838,3.999000
0.1216,142.500,569.430,3.996000
0.1218,149.500,597.552,3.997000
0.1220,139.500,557.372,3.995500
0.1222,146.000,583.562,3.997000
0.1224,145.500,581.563,3.997000
0.1226,145.000,579.420,3.996000
0.1228,147.500,589.484,3.996500
0.1230,152.500,609.161,3.994500
0.1232,154.000,615.153,3.994500
0.1234,143.500,573.498,3.996500
0.1236,135.000,539.460,3.996000
0.1238,136.500,545.386,3.995500
0.1240,148.500,593.406,3.996000
0.1242,153.500,613.463,3.996500
0.1244,145.000,579.492,3.996500
0.1246,147.500,589.336,3.995500
0.1248,143.000,571.428,3.996000
0.1250,137.000,547.452,3.996000
0.1252,142.000,567.432,3.996000
0.1254,142.000,567.148,3.994000
0.1256,151.000,603.320,3.995500
0.1258,153.500,613.463,3.996500
0.1260,163.500,653.428,3.996500
0.1262,152.000,607.772,3.998500
0.1264,148.000,591.186,3.994500
0.1266,149.500,597.477,3.996500
0.1268,152.000,606.860,3.992500
0.1270,186.500,745.347,3.996500
0.1272,193.500,772.936,3.994500
0.1274,212.500,848.725,3.994000
0.1276,202.000,807.293,3.996500
0.1278,197.000,786.917,3.994500
0.1280,194.500,777.319,3.996500
0.1282,190.000,759.145,3.995500
0.1284,197.500,789.704,3.998500
0.1286,199.500,797.302,3.996500
0.1288,194.500,777.319,3.996500
0.1290,183.000,731.268,3.996000
0.1292,187.500,748.875,3.994000
0.1294,191.000,763.141,3.995500
0.1296,189.000,755.150,3.995500
0.1298,188.500,753.340,3.996500
0.1300,182.500,729.179,3.995500
0.1302,184.500,737.170,3.995500
0.1304,198.000,791.307,3.996500
0.1306,208.500,833.270,3.996500
0.1308,199.500,797.302,3.996500
0.1310,219.000,875.015,3.995500
0.1312,305.500,1220.931,3.996500
0.1314,302.000,1206.037,3.993500
0.1316,292.000,1166.978,3.996500
0.1318,274.000,1094.082,3.993000
0.1320,295.500,1179.932,3.993000
0.1322,286.500,1144.854,3.996000
0.1324,270.500,1081.053,3.996500
0.1326,293.000,1170.974,3.996500
0.1328,296.500,1184.962,3.996500
0.1330,286.000,1142.999,3.996500
0.1332,273.000,1090.362,3.994000
0.1334,297.500,1189.256,3.997500
0.1336,286.000,1141.998,3.993000
0.1338,271.000,1082.916,3.996000
0.1340,287.000,1145.991,3.993000
0.1342,294.000,1174.236,3.994000
0.1344,290.500,1160.983,3.996500
0.1346,269.000,1074.386,3.994000
0.1348,288.500,1152.269,3.994000
0.1350,293.500,1173.266,3.997500
0.1352,272.500,1088.093,3.993000
0.1354,277.000,1107.307,3.997500
0.1356,289.000,1154.266,3.994000
0.1358,284.500,1136.862,3.996000
0.1360,287.000,1146.422,3.994500
0.1362,298.000,1190.361,3.994500
0.1364,270.500,1081.865,3.999500
0.1366,206.000,822.867,3.994500
0.1368,211.500,845.260,3.996500
0.1370,201.000,803.297,3.996500
0.1372,199.500,796.803,3.994000
0.1374,203.500,813.288,3.996500
0.1376,203.500,813.186,3.996000
0.1378,207.000,827.276,3.996500
0.1380,196.000,783.314,3.996500
0.1382,196.000,783.314,3.996500
0.1384,188.500,752.869,3.994000
0.1386,187.500,749.156,3.995500
0.1388,189.500,757.242,3.996000
0.1390,191.500,765.330,3.996500
0.1392,190.500,761.524,3.997500
0.1394,192.000,767.328,3.996500
0.1396,193.500,773.323,3.996500
0.1398,190.500,761.428,3.997000
0.1400,182.500,729.361,3.996500
0.1402,187.000,747.159,3.995500
0.1404,189.000,755.150,3.995500
0.1406,193.500,772.936,3.994500
0.1408,201.000,803.096,3.995500
0.1410,204.000,815.286,3.996500
0.1412,202.000,807.192,3.996000
0.1414,194.000,775.321,3.996500
0.1416,192.500,769.519,3.997500
0.1418,194.000,775.321,3.996500
0.1420,199.500,797.202,3.996000
0.1422,193.500,772.839,3.994000
0.1424,204.500,817.080,3.995500
0.1426,205.500,821.075,3.995500
0.1428,199.000,795.304,3.996500
0.1430,182.500,729.270,3.996000
0.1432,182.500,729.361,3.996500
0.1434,186.000,743.349,3.996500
0.1436,182.500,729.361,3.996500
0.1438,182.000,727.454,3.997000
0.1440,196.500,785.116,3.995500
0.1442,197.500,789.111,3.995500
0.1444,192.500,769.326,3.996500
0.1446,191.500,765.330,3.996500
0.1448,193.000,771.228,3.996000
0.1450,191.500,764.851,3.994000
0.1452,185.000,738.982,3.994500
0.1454,190.000,759.240,3.996000
0.1456,191.500,765.425,3.997000
0.1458,189.000,755.433,3.997000
0.1460,194.500,777.514,3.997500
0.1462,188.500,753.246,3.996000
0.1464,179.500,717.372,3.996500
0.1466,177.500,709.379,3.996500
0.1468,181.500,724.911,3.994000
0.1470,199.500,796.903,3.994500
0.1472,197.000,787.114,3.995500
0.1474,212.000,847.682,3.998500
0.1476,263.000,1050.817,3.995500
0.1478,295.000,1178.968,3.996500
0.1480,293.000,1170.828,3.996000
0.1482,274.000,1094.904,3.996000
0.1484,283.000,1130.868,3.996000
0.1486,281.500,1125.156,3.997000
0.1488,265.000,1059.338,3.997500
0.1490,273.500,1092.769,3.995500
0.1492,289.000,1154.411,3.994500
0.1494,288.500,1152.990,3.996500
0.1496,264.500,1056.545,3.994500
0.1498,275.500,1101.036,3.996500
0.1500,280.000,1118.040,3.993000
0.1502,280.000,1119.020,3.996500
0.1504,259.000,1035.094,3.996500
0.1506,287.000,1147.139,3.997000
0.1508,289.000,1155.567,3.998500
0.1510,266.500,1064.268,3.993500
0.1512,273.000,1090.908,3.996000
0.1514,281.000,1122.314,3.994000
0.1516,279.500,1117.022,3.996500
0.1518,262.000,1046.428,3.994000
0.1520,286.000,1143.714,3.999000
0.1522,275.000,1099.037,3.996500
0.1524,270.500,1081.053,3.996500
0.1526,291.500,1164.980,3.996500
0.1528,270.500,1080.918,3.996000
0.1530,224.000,895.216,3.996500
0.1532,199.000,795.104,3.995500
0.1534,203.500,813.288,3.996500
0.1536,196.500,784.919,3.994500
0.1538,204.500,816.875,3.994500
